Player,Lvl,Frn,Pos,%,Age,Durability,Health,Contact,Power,LH,RH,BattingEye,BaseRunning,Speed,Range,Glove,ArmStrength,ArmAccuracy,PitchCalling,$,team,teamid,xAVG,xOBP,xSLG,xPA,xFld%,xOPS+,xwRC+,xBtR,xBsR,xFRAA,xFR,xcFR,xpcR,xOPS,xInn,RLR,pos_adj,xWAR
Edwards Payton,LoA,COL,SS,100,22,91,53,10,0,11,10,19,55,56,62,47,66,55,13,$27K  26250,Colorado Hairstreaks,2816,0.2115368688635036,0.2606718033373058,0.1979434154846508,392.2946791946888,0.93058,11.075671163892908,16.578817066727815,-225.653627688826,-2.424040496670589,-4.476113905364858,-6.345894998534822,0.0,0.0207714863526763,0.45861521882195655,873.826165080708,1.4396607812514917,4.4949905611147525,-23.029336054221297
Edwin Douglas,HiA,COL,SS,100,23,78,67,38,32,7,2,28,51,48,66,66,82,72,0,$27K  26250,Colorado Hairstreaks,2816,0.2106847239220595,0.2630859471247379,0.2758997673027427,394.2295882701874,0.8836400000000002,30.276192074899512,29.10404657653128,-171.76337988302527,-4.983937743242195,-3.998739912234986,-4.468762196700434,0.0,0.0064727407324955,0.5389857144274806,842.7123514920117,1.4467615982113373,4.334940079691419,-17.681983852965764
Felix Lockwood,RL,COL,3B,100,21,71,84,22,9,12,12,20,39,35,60,50,47,51,9,$8K  7650,Colorado Hairstreaks,2816,0.2162157506555658,0.2648219295419003,0.2228074270085487,353.8964976668358,0.7728600000000001,16.774010139047817,16.558526848550564,-206.1872019792832,-4.898681853489171,-6.700177335139329,-5.542605625926701,0.0,0.0261213399453101,0.48762935655044903,835.2932257689239,1.2987453955763502,1.4322586175736007,-21.558670106897562
Gerald Boyd,HiA,COL,LF,100,21,68,84,53,52,47,39,47,54,71,82,62,56,45,9,$27K  26250,Colorado Hairstreaks,2816,0.2501064647282742,0.311031002947972,0.3965798880939739,476.9325437247753,0.9194699999999998,73.67156633268641,68.01119100872023,-71.0140102775809,0.5989055320148664,-2.316584712239636,-0.5885824751598119,0.0,-0.0029795534765451,0.7076108910419459,923.2804673949277,1.750268649864388,-4.749385120344279,-7.458722707473529
Gerson Brunette,HiA,COL,C,100,25,64,96,42,5,21,14,40,27,14,16,32,74,69,70,$27K  26250,Colorado Hairstreaks,2816,0.2277035509186377,0.2903558656536949,0.2173742246616851,312.5036801993847,0.95706,25.036467442896168,19.87076609621584,-174.46825449902514,-3.7570382092699393,-0.9842143924380116,-1.1626154954006895,0.9657796308666556,0.1025448387253692,0.5077300903153801,759.7338364707049,1.146840159299065,6.513493111031421,-17.308376152876328
Ismael Arias,HiA,COL,RF,100,25,99,55,9,54,19,16,41,27,43,47,46,56,53,14,$27K  26250,Colorado Hairstreaks,2816,0.2189493876730107,0.2789071455818969,0.3416614721225426,476.371605694294,0.7635799999999999,47.461220622349714,42.85873056621352,-138.25461014209264,-3.3978767218216563,-3.807421505242814,-5.407544346558715,0.0,0.0405124063572276,0.6205686177044395,995.4498306254535,1.7482100940745051,-5.120626700748218,-15.162046010534034
J.C. Brock,AA,COL,LF,100,28,82,95,34,25,20,24,28,51,36,47,47,49,39,8,$38K  37500,Colorado Hairstreaks,2816,0.2322659081974373,0.2837976576022798,0.2883884915552939,438.2366715967655,0.8415866666666666,37.88389271504602,34.664148347792825,-159.46232720173845,-5.056875516792216,-4.496534065422581,-3.8866002675613593,0.0,0.0664690144503385,0.5721861491575737,938.8545589337774,1.6082607857419917,-4.829498759947414,-17.298243360733444
J.T. Walker,HiA,COL,SS,100,23,81,55,38,62,67,50,85,54,77,71,63,67,60,14,$27K  26250,Colorado Hairstreaks,2816,0.2589634157837545,0.3414119956117499,0.4285334274992872,545.4573176503181,0.9649649999999996,92.93494328902634,85.27472631807035,-24.620324047170072,1.3199386269142277,-1.4804733110590331,0.2045160371971359,0.0,-0.0026787515644553,0.7699454231110371,985.5353040223192,2.0017439687936296,5.0696260494975265,-1.6151049869221448
Jack Rose,ML,COL,LF,100,26,82,90,43,53,76,71,73,79,85,86,83,59,49,17,$0  0,Colorado Hairstreaks,2816,0.2705040338876745,0.3405618446799256,0.4221949774758962,593.6670666337013,0.9775599999999997,92.1263343465649,86.79296283097068,-29.45963972667647,6.447216794555667,0.8174811101416108,0.4449468342372269,0.0,0.0455016441146273,0.7627568221558219,1073.369185824672,2.178666289095891,-5.52144642913926,-2.6114877669323966
Jim King,AA,COL,3B,100,25,68,92,43,29,35,24,52,72,90,63,66,51,52,3,$38K  37500,Colorado Hairstreaks,2816,0.2359091999549482,0.3010872396685455,0.3202210029972317,463.7950589060784,0.8821599999999994,52.824833931251845,56.22707294101422,-120.56613499892823,6.533156373528162,-3.5937332844566554,-2.702210126393861,0.0,0.0239727366160497,0.6213082426657772,888.2020083288116,1.7020561130627396,1.5229801240205962,-11.440657784035656
Joaquin Brito,ML,COL,LF,100,31,87,64,53,65,65,69,78,55,80,62,73,53,60,24,$7.0M  7000000,Colorado Hairstreaks,2816,0.2696384984978897,0.3440539838219476,0.4491669044208681,593.4653168320656,0.9347449999999996,98.50738624571711,90.9506596638734,-9.765506184780463,2.2972960553523927,-0.8852358027849987,-0.9286747464368212,0.0,0.0200067090799695,0.7932208882428157,1065.7102771712048,2.177925898536334,-5.482048750880683,-1.1793414261288178
Jorge Piedra,HiA,COL,1B,100,20,79,78,63,18,56,35,46,64,99,85,55,47,49,8,$27K  26250,Colorado Hairstreaks,2816,0.2530203710430098,0.3170266357240091,0.3222495070282924,513.3455394208431,0.8970780952380951,60.1851281956875,63.45743716099826,-104.68636402453244,5.8002797905206505,-0.1194827037125811,0.0086261346135088,0.0,-0.0449591873594198,0.6392761427523015,962.1442089340217,1.8838987106623626,-8.248835810476866,-10.607352744860332
Keith Leonard,AA,COL,LF,100,28,93,54,32,18,20,36,46,61,55,43,36,46,43,3,$38K  37500,Colorado Hairstreaks,2816,0.241703836145345,0.305370896010991,0.2894434843254155,474.0151633024216,0.7845,46.346033998018896,46.54713983157711,-140.72760034492654,-2.518899203475588,-3.3431511486635936,-3.333874591642669,0.0,0.0152302450178087,0.5948143803364065,945.5663031889843,1.7395623150584318,-4.864024193358974,-15.088710212763566
Kyle Daal,AAA,COL,RF,100,24,74,94,55,76,62,50,56,59,17,62,58,63,69,18,$57K  57000,Colorado Hairstreaks,2816,0.2573759715072145,0.3188416366567895,0.4438949528041062,502.0252803862095,0.9550933333333332,88.01338707045542,73.09354869182283,-32.001625946727074,-5.05759225091899,-0.5508432417864223,-0.3344155300000436,0.0,0.0394629387910373,0.7627365894608957,966.9670253631484,1.8423551113476193,-4.974110212773397,-4.084543055285796
Lawrence Palmer,ML,COL,2B,100,26,90,60,88,30,56,34,68,63,67,83,66,44,63,16,$4.7M  4695000,Colorado Hairstreaks,2816,0.2597432773706222,0.3363151718729409,0.3424923415457801,554.353946864605,0.9551200000000007,71.60378773256852,67.28114443283124,-70.48766604136159,-1.009280584543282,-0.9454983710778494,-1.0056442331859283,0.0,-0.0824793101319681,0.678807513418721,1020.3003072479611,2.0343932216242764,1.7494861235390278,-6.926140476190688
Luis Mota,HiA,COL,LF,100,24,84,77,27,47,29,25,37,44,47,59,47,42,44,2,$27K  26250,Colorado Hairstreaks,2816,0.2319999650118516,0.2885538874719461,0.3485143850768506,467.8370763361454,0.9251079999999996,52.76889254043235,48.64235183793647,-125.0734534595436,-3.887724405450323,-2.0415336647036906,-2.050234064090583,0.0,0.0218139804664662,0.6370682725487967,960.9339728067293,1.7168896916958938,-4.943075991804163,-13.52977147037164
Malcom Taylor,AA,COL,RF,100,26,89,92,23,48,23,19,28,61,12,40,29,41,37,12,$38K  37500,Colorado Hairstreaks,2816,0.2294299257543992,0.2809374837412681,0.3374246873500339,448.7272728085518,0.7409633333333333,46.07205659686187,39.92873001330593,-143.44351454056283,-3.182161086037944,-3.754287243308893,-4.286729474560743,0.0,0.0752219808809588,0.618362171091302,953.3736488962882,1.646759669202154,-4.904185436709302,-15.538735844465636
Martin Serra,AA,COL,3B,100,24,87,86,37,35,19,16,62,68,69,70,59,72,66,17,$38K  37500,Colorado Hairstreaks,2816,0.2269111633129174,0.3009172738494896,0.3119811966065104,483.5658469200134,0.8797820000000001,50.42434480260599,51.42258796735262,-123.39375383418934,0.946040098687488,-1.8553403213580049,-2.560297472199482,0.0,0.0212957057692239,0.612898470456,944.2675488195852,1.7746118463613132,1.619114452708479,-12.257471111313595
Marty Hodges,AA,COL,RF,100,23,75,79,49,26,32,30,41,53,61,59,53,65,56,3,$38K  37500,Colorado Hairstreaks,2816,0.2404927914419656,0.2999040778941652,0.3110958962745747,447.567384660244,0.9491750000000002,51.26561486911268,49.14143988966537,-123.24657549907404,-2.2889333599821367,-3.4120381105799136,-2.2318085188030863,0.0,0.0137959272569407,0.6109999741687399,895.6376122412344,1.6425030591426317,-4.607189363380835,-13.176443537544653
Micah Hunter,AA,COL,C,100,22,74,92,31,39,43,31,28,59,33,15,29,57,61,59,$38K  37500,Colorado Hairstreaks,2816,0.2366380181409829,0.2859726569815423,0.3273418388345332,404.6008847951889,0.9129399999999996,48.11194681525703,45.595653632181374,-130.79298980127038,-4.613952590287029,0.8507659672899176,-1.907014000031343,0.031573921504684,0.1207674898350507,0.6133144958160754,850.2167709210373,1.4848226519284704,7.289238433822337,-12.955501523084289
Morgan Gonzales,HiA,COL,3B,100,22,79,95,21,5,24,13,14,63,24,69,58,82,70,8,$27K  26250,Colorado Hairstreaks,2816,0.2147380426447352,0.2571917953631369,0.2031595345877294,375.2305426895618,0.8105900000000001,13.020894200318796,12.87720117816064,-215.78111479338676,-4.5708917378129374,-4.190516273310691,-5.615689451419587,1.3834088521198626,0.0584026558235183,0.4603513299508663,861.5206759213769,1.3770380402477542,1.4772302399200563,-22.487542451642135
Morrie Barnes,LoA,COL,LF,100,22,82,96,5,5,23,8,23,58,36,64,48,50,52,0,$27K  26250,Colorado Hairstreaks,2816,0.2123899290503807,0.262477997168463,0.2060028999703655,397.4185153543949,0.5969446666666667,12.593053922416944,15.359151294096982,-221.50008992944328,-4.545145634181707,-11.46134038866764,-7.997286204811888,0.0,0.0498898582690873,0.46848089713882846,900.3213950485963,1.4584644672556708,-4.631282896340515,-23.90887042435899
Patrick Bailes,ML,COL,2B,100,25,93,83,67,76,76,72,75,47,72,79,71,54,61,11,$360K  360000,Colorado Hairstreaks,2816,0.277399037514525,0.3502112851268152,0.4889209022616052,647.6063176095486,0.9714299999999996,110.01857676739344,98.61313931037732,17.526699672798202,-0.4575640040500333,0.4801033136758316,0.7479272463292093,0.0,-0.002969539023108,0.8391321873884203,1157.2627797878083,2.3766149953067908,1.984332612804884,2.235315723795408
Ralph Tilson,LoA,COL,2B,100,22,87,94,22,0,2,7,22,45,56,63,44,51,49,10,$27K  26250,Colorado Hairstreaks,2816,0.2130626212970864,0.2659888643685325,0.2033779056185993,408.5443205833435,0.6716600000000003,12.197420354186391,17.50701629334656,-219.30270450713996,-2.755101441872081,-6.907116300890603,-7.5420047040447376,0.0,0.0310731746530638,0.4693667699871318,918.5002195618737,1.4992944511872421,1.5749317893722115,-22.831452809969566
Rich Barrett,LoA,COL,3B,100,23,83,54,20,21,21,12,17,32,46,44,34,56,38,1,$27K  26250,Colorado Hairstreaks,2816,0.2224893771952718,0.2704158478752778,0.2714270010914533,394.69413834810257,0.7050716666666665,29.78027750651708,28.25826741556232,-183.23301294719985,-3.726981299585476,-7.068061638694879,-6.937668365181369,3.043499474663698,0.0253674973236758,0.5418428489667311,870.9211967017948,1.4484664251273556,1.493349102712268,-19.246388538391002
Rich Evans,HiA,COL,2B,100,23,81,64,25,0,30,33,31,73,84,70,55,49,47,17,$27K  26250,Colorado Hairstreaks,2816,0.23340118015606,0.2869377426287786,0.2390428093028014,434.2409258186817,0.8370300000000003,30.11721590868146,37.642624430349706,-179.62230630114624,5.205612940775121,-6.406447168082757,-5.258905020094203,0.0,0.0121433845369739,0.52598055193158,888.9142094628977,1.5935970169129896,1.524201319380826,-17.795213244434528
Rob Greene,ML,COL,CF,100,33,72,98,96,35,81,86,84,74,74,73,77,47,72,17,$7.4M  7375000,Colorado Hairstreaks,2816,0.2935454462600123,0.3710295883655936,0.4043478596997175,593.3526747226715,0.9173899999999994,100.62016627552984,93.13290500279112,4.544498403668911,3.042187846693144,-1.054542423408292,-0.9272626878264052,0.0,-0.0156145956544076,0.7753774480653111,1039.19214158305,2.1775125194215703,1.7818795294633916,1.0702675733458669
Roland Stark,RL,COL,1B,100,23,78,75,48,33,17,15,45,47,86,47,29,46,42,19,$8K  7650,Colorado Hairstreaks,2816,0.2342872439182193,0.3019605474892036,0.33518707666845,448.7902138233185,0.8157799999999998,53.5913293431764,56.49314125090898,-119.39545521967062,1.750572295168695,-1.859028935036852,-4.064370887878544,0.0272830438950438,-2.059171405729976e-05,0.6371476241576536,881.4284874791268,1.6469906529888263,-7.556828596357397,-12.862693980591322
Russell Nilsson,RL,COL,DH,100,23,75,93,9,51,15,17,62,17,30,25,27,28,27,9,$8K  7650,Colorado Hairstreaks,2816,0.2294053016045717,0.3047213168114607,0.3516405294833873,426.7145506739616,0.60188,55.16223664702156,46.768239170129554,-116.85504229460328,-3.979791697007224,-4.440518398205797,-3.810240753851762,0.0558432116800204,0.0760442611017044,0.656361846294848,922.4612297186792,1.5659763845274501,-11.072065514456025,-13.521059775067522
Scooter Waterson,RL,COL,RF,100,22,76,61,29,4,3,14,31,44,33,64,45,62,56,16,$8K  7650,Colorado Hairstreaks,2816,0.2196729111826298,0.2769759883031032,0.2133262347070958,347.1517117321491,0.8817800000000002,19.499814178776063,18.517092425076434,-197.1935199289624,-4.439553464730455,-4.638275106726876,-5.545372398421219,0.0,-0.0032949660499451,0.490302223010199,808.0813080580618,1.2739930746729966,-4.156796852150523,-21.17201692334218
Scott Gibson,ML,COL,2B,100,35,79,53,68,53,53,62,63,63,55,58,71,36,68,7,$360K  360000,Colorado Hairstreaks,2816,0.2646173682629293,0.3299721908454797,0.4034656979972424,531.5448675453663,0.9736679999999992,83.40391661371868,75.91269505640088,-42.630982682927936,-4.421578624907217,-0.5745123587665583,-2.361370478442529,0.0,-0.0299106374268756,0.7334378888427221,976.5654530781738,1.9506874292852838,1.674494946979036,-4.615035754542198
Scott Taschner,AAA,COL,LF,100,22,88,75,50,57,47,54,64,66,49,49,41,62,53,6,$55K  54500,Colorado Hairstreaks,2816,0.2622601501801854,0.3324587208438798,0.4174339831940568,541.6893101930618,0.9082475,86.09698279767653,77.89400900131153,-42.410635115466505,-5.89217461211778,-2.3190970736748686,-2.0396714578989834,0.0,0.0323107193134621,0.7498927040379366,1000.8282447419939,1.9879159643689686,-5.148293440030833,-5.392538754015524
Sven McFeely,AAA,COL,DH,100,36,66,56,44,47,53,28,54,40,39,26,32,29,28,31,$64K  64000,Colorado Hairstreaks,2816,0.251575522230253,0.3193599853965092,0.3745201815153423,419.0114968121052,0.7303400000000002,68.63167972910341,59.28170728234402,-85.19517198956288,-5.436143014721942,-2.7792447810106946,-3.847654186995287,-0.0589104085526635,0.0308221310578648,0.6938801669118515,845.0939526719353,1.5377073685837523,-10.143445933990993,-10.38988000706584
Tanner Bere,HiA,COL,1B,100,22,70,67,23,71,35,0,69,42,20,58,38,59,57,3,$27K  26250,Colorado Hairstreaks,2816,0.2235175125898277,0.3025970906877244,0.3887090503858815,410.5647292137146,0.898776,66.02669299172302,54.42045538091627,-87.6860968607985,-1.9342444649303392,-1.673689962837654,-2.9227138311548866,0.0,-0.004030935812845,0.6913061410736059,838.3976628122482,1.5067090382859465,-7.187908631792252,-9.89999625404006
Ted Trammell,LoA,COL,C,100,21,71,65,10,17,13,13,10,36,6,8,19,57,44,52,$27K  26250,Colorado Hairstreaks,2816,0.2175826381432206,0.2601095418865137,0.237193052581619,289.6185478568077,0.5959916666666666,17.023294470421746,13.200485446889097,-207.76406098017884,-3.550659551043098,-6.329230991569342,-7.08497176544407,-8.41451375844216,0.1145929458898155,0.4973025944681327,744.0562704047927,1.0628552641304836,6.379083251069896,-21.26237534206308
Tex Sparks,RL,COL,LF,100,23,72,83,45,0,33,25,31,56,71,72,42,35,42,13,$8K  7650,Colorado Hairstreaks,2816,0.2383362594963197,0.2953748975255234,0.247255427554259,416.29272305965424,0.8407899999999999,33.60161200782349,37.651823727696346,-167.51185240270985,-0.24114923116518,-6.583936386069549,-6.783562912612646,0.0,-0.0207695761173834,0.5426303250797824,872.44097306503,1.527729889530163,-4.487865087783075,-17.88984469307391
Travis Pecina,LoA,COL,CF,100,21,79,61,11,18,23,19,39,52,68,50,40,42,42,7,$27K  26250,Colorado Hairstreaks,2816,0.2246904934963125,0.2851408958818863,0.2706597940311991,414.0534041523933,0.8770599999999997,34.2268781462586,37.76567891297457,-170.65653137403257,-0.5858488801360814,-3.062057168349005,-3.677069983852328,0.0,0.0221210432964273,0.5558006899130854,867.4901899341612,1.5195119355825935,1.4874660321230473,-17.327011905805573
Travis Stafford,AA,COL,1B,100,26,69,69,59,21,18,9,58,68,86,55,39,46,42,14,$38K  37500,Colorado Hairstreaks,2816,0.2361283969767079,0.3121746203843952,0.304502760689562,423.562745988369,0.9120700000000004,50.95609158608895,54.4502856490348,-123.27254791127469,4.716464902442901,-0.8092802553372409,-2.9020322120971622,0.0,-0.0276885220928687,0.6166773810739572,814.0089217875184,1.554409748942876,-6.978814487204376,-12.788455107053494
Trevor Marshall,AAA,COL,LF,100,27,87,89,68,52,58,36,64,51,87,65,55,46,51,1,$61K  61000,Colorado Hairstreaks,2816,0.2579132549951946,0.3310996320422418,0.411243641798014,585.0878548622131,0.9780766666666664,83.89522070617713,80.45544645131162,-47.00850666454477,2.775192472353987,-1.2603544175628314,-0.6799240920227461,0.0,-0.013561408483876,0.7423432738402558,1059.7472598657564,2.1471819091730806,-5.45137479354813,-4.859821936664436
Tripp Greene,ML,COL,C,100,36,69,78,48,46,47,30,39,34,21,32,49,62,81,91,$0  0,Colorado Hairstreaks,2816,0.2362172720447239,0.2918974343702099,0.3313955248786082,380.6384032070637,0.9809100000000004,51.8688599866833,43.78398722444256,-110.86058269942129,-4.676978527805552,0.0406358947704157,2.461572986584691,1.801202829009588,0.0776509586020967,0.6232929592488181,833.2920667731917,1.3968840517040095,7.14413637494163,-10.536051328713741
Vance Clarke,RL,COL,C,100,20,57,47,38,46,3,9,23,30,9,8,23,67,51,62,$8K  7650,Colorado Hairstreaks,2816,0.221495973322213,0.2724357608761726,0.3202091074194024,260.5230520963669,0.6794349999999997,39.583982835017736,30.448025722280757,-146.21134788566684,-3.384477491758296,-4.234641680195075,-2.1827245318939297,-0.8256048640790098,0.0727300400130463,0.592644868295575,649.5699513165074,0.9560792960154849,5.569015357651813,-14.640056741297071
Vince Brantley,HiA,COL,2B,100,24,81,49,51,21,46,46,35,56,76,64,62,67,57,10,$27K  26250,Colorado Hairstreaks,2816,0.2498904849508876,0.3028946667295925,0.3133132781475917,472.4826005101204,0.9622099999999992,54.86341986234365,54.04203445661408,-117.46564267622722,0.8763889471067307,-3.077789256287077,-1.6287180363582408,0.0,-0.0046535194679034,0.6162079448771842,919.3530100754116,1.733938046711457,1.5763940501978937,-11.581510138919173
Virgil Escuela,AAA,COL,DH,100,37,44,29,64,40,82,75,60,36,8,0,26,37,56,52,$82K  82000,Colorado Hairstreaks,2816,0.2849023649039143,0.3493970226720849,0.3892661017268096,352.9660573899746,0.5610525,87.03422368318897,69.88525265896754,-30.231774506396107,-4.377768349541153,-0.8329501146249396,-9.29560295871969,-6.245378225275606,0.026321571614024,0.7386631243988945,706.1982050020692,1.295330823707459,-8.476315903659954,-5.148957411540203
Walker Conway,AA,COL,LF,100,26,97,92,24,31,17,25,43,63,78,59,47,40,46,4,$38K  37500,Colorado Hairstreaks,2816,0.228850561537314,0.2907053567800757,0.3121043665630663,522.5329108834267,0.7460450000000003,44.94969176752383,49.91092276956481,-144.8397403908935,2.069295489669875,-0.9757576542080456,-3.0015392668207284,0.0,0.0374456550370797,0.602809723343142,1030.9356800104242,1.9176149425639084,-5.303167078242923,-15.033548021527158
Addison Sanchez,ML,CUB,2B,100,24,92,87,95,29,58,53,67,28,44,83,78,83,73,0,$343K  343000,Cuba Castros,2811,0.2704963648528849,0.343627534269591,0.3463963180907425,578.7316953539848,0.9019349999999996,78.18996800678323,64.56953897105126,-50.10126912559332,-7.408351545870949,-0.3170259520011973,-0.4021594501826374,0.0,-0.0320714280797272,0.6900238523603335,1103.9113074768838,2.123855787130947,1.8928520361400616,-5.432069861166556
Alan Bogar,RL,CUB,RF,100,21,70,44,32,27,22,21,38,47,64,61,52,49,42,0,$8K  7650,Cuba Castros,2811,0.2304418527875731,0.2892512871517895,0.3012440537739571,393.50413078069687,0.7531633333333333,43.578784281136535,42.34424239518415,-145.43183383020056,-0.4864908845409205,-2.064408207886636,-3.282230070506751,0.0,-0.0201404620575356,0.5904953409257465,819.8002797842842,1.4440992814594795,-4.21707962851998,-15.317371787105444
Andres Cubillan,AA,CUB,RF,100,25,88,62,57,53,51,53,43,43,36,57,55,66,59,8,$55K  54500,Cuba Castros,2811,0.2583440096179885,0.3142436116136866,0.3940197852817539,516.5863110125065,0.8970999999999999,75.94634335972259,64.61638814163456,-65.40265879803752,-6.147321881592867,-2.6623445821081644,-3.1544885131066387,0.0,0.0133974859226856,0.7082633968954405,1004.4369709214832,1.8957918410282635,-5.166856846303926,-7.85913314821086
Aramis Leon,ML,CUB,LF,100,24,89,70,73,85,65,79,66,68,53,62,52,52,56,3,$378K  378000,Cuba Castros,2811,0.2832190321110894,0.3496046376502894,0.5201975699398385,614.3538480699062,0.9843599999999992,116.2787734962436,103.1610591178673,30.614153041733005,-4.616008772771491,0.0901835886440367,-0.4589140776573582,0.0,-0.0019898754517651,0.8698022075901278,1078.5763484014228,2.2545835765420597,-5.548232244863286,2.2421261867156015
Arthur Hendrick,AAA,CUB,SS,100,29,80,63,55,47,58,44,63,83,14,76,73,75,80,2,$61K  61000,Cuba Castros,2811,0.2521420988377704,0.3181702745616737,0.3539514670292684,486.2788603901863,0.9239666666666664,70.12276698226523,58.37245307710548,-74.60958424467077,-5.157782800700324,-0.8639220074430607,-0.5376472865207953,0.0,-0.0083502099269406,0.6721217415909421,930.1304687699459,1.7845681860701077,4.78462175293182,-7.431813935704794
Bill Forbes,LoA,CUB,LF,100,21,77,67,60,28,16,33,34,62,81,55,36,42,39,6,$27K  26250,Cuba Castros,2811,0.2453790908687304,0.3030941106319552,0.3371513190645643,453.9920001029968,0.9144300000000004,55.80521401752375,58.01958413188407,-115.21830463328348,2.8215717774547424,-1.368763111166213,-1.205035289410188,0.0,-0.019204357403434,0.6402454296965194,881.7259658207688,1.6660804038737431,-4.535627396197371,-11.739112569448231
C.C. Griffin,RL,CUB,C,100,22,76,65,15,26,12,29,20,30,44,12,25,65,56,70,$27K  26250,Cuba Castros,2811,0.2243144203243662,0.2719716310512838,0.2809541299624641,344.726793050766,0.8916099999999999,31.712755329902933,31.58949081959729,-169.10516784323096,-4.158511251973311,-0.929363840820193,-4.010272937948627,-2.336891047326363,0.114748386348727,0.5529257610137479,798.7322243112377,1.2650939982682952,6.847841429280158,-17.04969342837842
Carlton Greenberg,HiA,CUB,1B,100,20,74,73,41,60,57,41,62,42,45,43,25,34,23,12,$27K  26250,Cuba Castros,2811,0.2616542783460103,0.3341918202850696,0.4292846978883654,488.2460686266422,0.4423649999999999,86.14551373038157,75.15471407374429,-46.34989579406516,-4.9722663683884,-3.658006129686558,-3.192125863913649,-0.9735058341091316,0.0246822997605324,0.763476518173435,941.6504199325761,1.7917875359537063,-8.073134601616736,-6.127575731702825
Charles Kobayashi,AAA,CUB,C,100,26,47,55,70,60,44,41,90,46,35,13,33,69,62,55,$55K  54500,Cuba Castros,2811,0.2638787262335836,0.352779191454818,0.4212060908090135,374.31523191928864,0.80774,93.04374171292474,78.68888310493497,-10.22135437943922,-6.00150293437992,0.0499855521281474,-6.683378766327926,0.3214160004966646,0.0354634393178986,0.7739852822638316,704.4202594622402,1.373678991327375,6.039268342440331,-1.5615644113737361
Conner Bloxom,RL,CUB,C,100,23,72,72,34,19,19,17,39,39,20,9,19,61,49,52,$8K  7650,Cuba Castros,2811,0.232061998060561,0.2940360127303166,0.267011513349749,344.95551589131355,0.7244599999999999,36.018822612018624,31.040006073008435,-157.17680337251346,-3.769250985770829,-1.945887493141,-4.702889744842081,-4.687253797090733,0.0891269918165182,0.5610475260800656,782.0874616814622,1.2659333757076954,6.705139417708009,-15.892310298286564
Daiki Ong,AA,CUB,SS,100,21,83,87,47,74,72,33,52,56,44,82,68,88,75,11,$38K  37500,Cuba Castros,2811,0.24557686627861,0.3065187562778125,0.4304541342545793,531.9716345071793,0.9293000000000002,82.4635548274924,71.28256074256791,-49.48209631746119,-4.827902026486357,-1.7637685630472095,-1.2746300297352888,0.0,0.024465546902282,0.7369728905323918,1006.0385976903324,1.952253598010583,5.175095667131339,-4.883996146110987
Damaso Guerrero,RL,CUB,DH,100,23,75,69,37,78,51,44,75,29,5,8,16,58,47,20,$8K  7650,Cuba Castros,2811,0.2604320871005418,0.3388882230484972,0.4562626227838343,465.77512592077255,0.7376900000000001,94.53866834258552,75.75087693775134,-19.51783154666606,-3.654207710047495,-2.4592336127148844,-3.5625118721103144,-3.899104914433405,0.0754342436875578,0.7951508458323315,908.6518666260166,1.7093226526731078,-10.906315271574273,-3.621530643407013
Dan Cepeda,ML,CUB,RF,100,22,74,87,52,80,86,64,67,49,46,74,64,74,62,10,$343K  343000,Cuba Castros,2811,0.2713213379818659,0.3384134645673633,0.4851708438609924,554.068737000227,0.957165833333333,105.9584436573892,90.2066407337465,7.226588566666976,-5.8727250487175375,0.6503107335178149,0.3571234312468281,0.0,0.0314917630775727,0.8235843084283557,1018.9285721741785,2.033346545546452,-5.241402120237543,-0.15088914466292572
Dane Colome,ML,CUB,C,100,25,83,59,50,85,76,79,75,59,28,6,27,67,63,35,$378K  378000,Cuba Castros,2811,0.2827666671070462,0.3542150026259008,0.5089154310120382,548.2391567230225,0.38978,115.294336536415,99.16339306520824,29.442508603907697,-5.548411948851556,0.0511425159682002,-0.565446560494631,-1.130246440146656,0.0922603748794773,0.863130433637939,974.0409790819182,2.011952887815796,8.350831439316856,3.3957506261118677
Danny Walters,RL,CUB,SS,100,20,75,92,7,2,32,26,45,47,25,76,62,76,67,3,$8K  7650,Cuba Castros,2811,0.2239769724325331,0.2851935815336593,0.2054767900889252,388.2300989031792,0.8209508333333333,23.221943905733127,19.794962248406986,-188.93350170867467,-3.745143894895442,-5.823926422591447,-7.495075703823244,0.0,0.0463937550111569,0.49067037162258453,883.7357787605263,1.4247444004075138,4.545965940126164,-19.57366931396929
Davey Hill,AAA,CUB,SS,100,25,82,86,35,49,46,41,43,65,49,64,63,72,62,21,$55K  54500,Cuba Castros,2811,0.2421650191580902,0.2978148353196327,0.3629209374718725,487.5635969638825,0.9460761666666664,62.59765843333625,57.39562177214832,-97.95803293551268,-4.641774904574379,-1.835436076739581,-2.295354449033212,0.0,0.0619547805717576,0.6607357727915052,962.2916176813474,1.7892829705356699,4.950059761735327,-9.893098689264233
Dennys Caxito,RL,CUB,LF,100,21,86,84,32,26,29,14,22,43,44,50,43,57,44,12,$27K  26250,Cuba Castros,2811,0.2268876093577947,0.2764498483543183,0.2866692730068451,439.8863258063793,0.8461300000000002,35.53799260608102,33.520860930081135,-166.75299527554722,-4.197532131764569,-6.451819910741623,-5.066827923366521,0.0,0.0503144015701383,0.5631191213611634,939.1357750689413,1.614314761475445,-4.830945345004842,-18.06494529947329
