Rank,Player,Pos,Bats,Throws,Age,Durability,Stamina,Control,vLH,vRH,Velocity,Groundball,Pitch1,Pitch2,Pitch3,Pitch4,Pitch5,OVR,Range,Glove,ArmStrength,ArmAccuracy,PitchCalling,Health,Speed,Patience,Temper,Makeup,xIP,xOBP,xSLG,xWHIP,xSO/BB,xFIP,xWARd,xWARs,xOPS
228,"Higginson, Keith",P,R,R,19,44,22,77,47,48,88,80,79,75,20,0,0,52,13,30,63,29,0,67,41,60,51,50,56.14599999999995,0.3314108095238094,0.43021133333333345,1.4276878571428575,2.317150000000001,4.343928146740543,-0.13600195245131247,0.24892035752326977,0.7616221428571428
191,"Hollands, Rosell",P,L,L,18,30,98,50,33,36,40,61,72,58,42,34,24,52,30,18,34,10,6,79,16,92,38,81,129.84583333333347,0.3783205000000001,0.4898470000000001,1.8088083333333322,1.9261666666666672,5.441055589537417,0.06493989644570487,-0.8552362668034488,0.8681675000000002
351,"Holmes, Daryn",P,R,R,18,84,49,34,19,17,49,52,65,62,47,0,0,42,32,23,13,17,9,76,36,46,29,52,98.90725000000006,0.4224933333333334,0.5783019999999999,1.978175,0.9222666666666665,6.395650747973517,-0.7884143165270762,-2.097888607831114,1.0007953333333333
104,"Holmes, Garrett",P,R,R,20,29,70,100,35,48,30,77,70,56,66,38,0,61,19,7,23,29,0,52,28,54,43,71,100.46875000000006,0.341251,0.44598166666666655,1.5132166666666667,3.1213350000000024,4.5928485369815,0.6899211117145093,1.116408455759928,0.7872326666666666
78,"Hornsby, Lyle",P,R,R,18,12,79,8,61,85,98,49,100,89,46,57,40,62,22,35,66,1,27,97,36,88,40,77,113.43883333333342,0.39682399999999973,0.39862499999999995,1.8470999999999984,1.1763249999999998,5.688795935178339,-0.2883439364084266,0.17514693527200426,0.7954489999999996
378,"Houck, Don",P,R,R,18,54,25,62,23,39,39,41,59,44,28,0,0,40,0,37,27,26,2,88,29,5,36,53,69.58433333333332,0.38929766666666693,0.5599180000000002,1.8324249999999995,1.8822499999999998,5.71090543860576,-0.7402592808931892,-1.2667252266046891,0.9492156666666671
386,"Hubbell, Philip",P,L,L,18,68,25,18,45,20,93,19,78,61,0,0,0,39,28,44,91,24,30,67,16,55,58,100,64.75239999999997,0.4230000000000003,0.5350049999999997,2.072966666666668,1.0097000000000005,6.412723712645085,-0.4578398746484973,-1.4875960058067583,0.958005
238,"Hudson, Jiggs",P,R,R,22,29,27,70,45,45,46,89,70,66,40,80,29,51,62,22,18,26,26,100,28,62,10,78,62.775999999999975,0.3557643019480519,0.4680570000000001,1.5994283333333326,2.344274999999999,4.8142054288155345,-0.17046472980988248,0.14191912314447644,0.823821301948052
345,"Humphries, P.T.",P,R,R,18,66,28,46,28,35,72,69,66,61,34,0,0,43,29,0,79,23,8,42,14,75,67,80,72.59958333333331,0.3923049999999998,0.519071619047619,1.886166666666667,1.9648433333333317,5.387760517079033,-0.4119069501491011,-0.995576302427311,0.9113766190476188
340,"Hunt, Chadd",P,R,R,22,59,26,45,42,44,88,38,62,71,37,0,0,45,19,54,63,37,22,28,26,55,47,73,69.48899999999996,0.38057,0.4800733333333334,1.8057666666666667,1.772766666666666,5.322124553810804,-0.5240656233046492,-0.5381614044626203,0.8606433333333334
426,"Inge, Dave",P,L,L,19,36,34,36,18,6,30,58,52,58,19,19,0,32,5,25,10,37,9,98,44,42,45,68,134.61200000000017,0.40524333333333323,0.555276666666667,2.0230999999999995,1.1676333333333333,6.4638755807383355,-0.23453050496912758,-1.5043495922485755,0.9605200000000003
421,"James, Didi",P,L,L,18,50,9,52,25,30,37,47,55,37,26,0,0,31,9,28,11,21,0,78,5,31,31,87,63.606333333333325,0.386001,0.5975100000000004,1.939633333333333,1.9972749999999988,5.683634667666023,-0.23024292290650872,-1.2303961963553882,0.9835110000000005
156,"Jenkins, Clarence",P,R,R,19,22,66,83,35,34,77,36,72,62,47,35,31,56,11,57,33,93,9,98,19,75,59,67,94.50583333333341,0.3581200000000001,0.5003475000000001,1.5264499999999999,2.24396,5.0367229697389435,0.2897854158330675,-0.33153943992424956,0.8584675000000002
11,"Johnson, Luis",P,R,R,19,31,82,58,81,76,57,99,74,68,49,67,26,78,63,33,39,38,3,71,58,83,13,91,161.33150000000018,0.32595666666666673,0.4034855000000001,1.3766250000000002,1.8399499999999998,4.44154632144681,1.2892080518012596,1.9230521514218086,0.7294421666666668
170,"Johnson, Marc",P,L,L,20,38,24,30,77,63,94,73,92,80,45,0,0,55,13,54,58,33,31,62,29,52,47,84,58.75774999999999,0.40105666666666673,0.4420525,1.8896000000000004,1.1014999999999997,5.926359743009579,-0.20352485425973652,-1.123982169429754,0.8431091666666668
20,"Johnstone, Norm",P,L,L,20,15,72,89,91,70,92,53,81,80,48,32,0,74,24,12,67,31,12,61,32,91,26,74,104.88033333333344,0.3130140476190477,0.39182666666666655,1.2846833333333345,2.582229761904762,3.935507485349441,1.3553675327090091,2.717922130421686,0.7048407142857143
215,"Jokisch, Audy",P,R,R,21,24,71,48,22,45,99,53,65,63,59,0,0,53,24,58,84,34,0,91,50,80,49,81,107.9610000000001,0.3858199999999997,0.5080200000000001,1.8142250000000004,1.6812999999999994,5.437691758311046,0.019406557679258304,-3.500063679319288,0.8938399999999999
229,"Jose, Paolo",P,R,R,18,23,60,47,43,21,88,47,79,63,49,39,0,50,32,23,45,41,29,94,25,56,32,71,95.78600000000004,0.38179083333333325,0.5284753333333333,1.808391666666667,1.7960999999999994,5.432581945768996,0.05647431518298225,-0.892319097244354,0.9102661666666665
354,"Juarez, Angel",P,L,L,22,3,71,87,34,21,77,64,60,50,51,0,0,44,15,73,59,62,0,79,42,43,39,74,84.49483333333336,0.37245333333333336,0.5788766666666669,1.6740142857142855,2.866839999999999,5.19359867195666,0.341728777907772,0.26296493046867303,0.9513300000000002
6,"Kerr, Rick",P,L,L,21,35,68,92,85,63,93,85,91,68,32,22,25,81,13,40,59,62,20,66,52,66,26,84,154.6153333333335,0.3181606666666666,0.4060625000000003,1.3090800000000002,2.9392366666666674,3.8382534371407733,1.7069532329077663,1.434149805458637,0.724223166666667
160,"King, Scott",P,S,R,20,44,73,88,23,12,90,68,64,39,50,47,13,56,21,12,45,20,5,90,20,72,57,97,119.4378333333334,0.3545833333333335,0.5954800000000001,1.6152000000000006,3.5219333333333322,4.987382690869882,0.5945557417969229,-0.5921595296651245,0.9500633333333336
63,"Kinkade, Arthur",P,S,L,18,17,83,77,48,25,89,85,80,79,51,50,54,63,0,16,46,87,8,100,19,100,22,100,90.07725000000003,0.3514233333333333,0.48628916666666666,1.5685583333333326,2.2619116666666668,4.632571164039811,0.7790240623492397,-0.20958982963843653,0.8377125
216,"Lamm, Tito",P,L,L,21,65,47,85,35,18,79,17,61,38,39,0,0,53,82,0,23,46,16,95,36,40,35,100,97.07000000000008,0.37156500000000003,0.5781000000000003,1.6570999999999996,2.1898499999999985,5.194820693849716,-0.3149782531480595,-0.8012601855005679,0.9496650000000003
244,"Lecuona, Jolbert",P,L,L,18,19,98,71,30,18,93,46,61,57,43,44,40,49,5,37,50,69,0,55,45,69,59,75,95.70940000000006,0.37686700000000023,0.548036,1.757924999999999,1.92645,5.329898047297592,0.25083405428034217,-1.0934466823950126,0.9249030000000003
97,"Levier, Ivan",P,S,L,22,37,80,15,63,58,85,66,74,72,66,58,15,62,7,66,69,34,4,58,48,58,64,86,115.81141666666676,0.40489000000000014,0.4452066666666666,1.8871999999999993,1.207200000000001,5.874630417391785,-0.6784472466368614,-0.34611219349355904,0.8500966666666667
126,"Lincoln, George",P,L,L,19,11,86,56,69,43,64,77,81,62,36,0,0,59,19,58,9,23,0,78,45,64,26,55,94.85808333333333,0.3589399999999997,0.48228599999999994,1.6223500000000004,1.907775,5.1623974875616625,0.2025821313651682,-0.5230364451391087,0.8412259999999996
171,"Lindstrom, Scot",P,S,R,18,43,14,56,64,82,81,37,92,63,59,0,0,53,38,50,54,20,5,100,24,100,32,52,53.70999999999998,0.3114495,0.3939576666666669,1.3238999999999996,2.1256111111111116,4.190510969951328,0.01869447805614102,0.888720948676715,0.7054071666666668
253,"Lugo, Javy",P,S,R,22,15,79,71,35,33,79,32,63,64,30,21,32,50,0,9,32,24,46,91,44,78,69,73,95.96733333333341,0.3766514285714288,0.5259830000000002,1.7820283333333327,1.8652750000000002,5.2372323558945535,0.43686899734249374,-0.2546935846626154,0.902634428571429
375,"Manzanillo, Javier",P,L,L,21,10,62,50,29,24,33,70,82,45,53,0,0,42,27,40,22,38,2,80,25,72,21,74,97.54493333333336,0.3878066666666667,0.5676233333333335,1.9195466666666672,1.7535999999999998,5.822134617027074,-0.6616459060958201,-1.3979205491711877,0.9554300000000002
213,"Marshall, Ray",P,R,R,19,32,96,63,17,44,94,12,65,63,43,10,0,53,16,38,98,5,1,100,24,0,31,65,125.0699000000001,0.37687,0.49798499999999996,1.7646849999999998,1.998300000000001,5.607027093776426,0.11057341618180588,-3.4860627063392498,0.8748549999999999
292,"Matos, Max",P,L,L,22,86,39,57,39,25,65,18,71,41,39,0,0,48,31,34,43,0,22,70,41,54,17,70,84.16383333333337,0.3852,0.58331,1.8363333333333327,1.9872999999999987,5.892791958154756,-0.48247995934502635,-1.2713413627822139,0.96851
251,"McCarty, Hal",P,R,R,20,18,59,50,46,40,77,66,67,50,44,0,0,50,46,10,46,33,0,49,40,44,38,100,84.95649999999996,0.3651255555555556,0.5171866666666665,1.7360333333333338,2.046299999999998,5.325913900864513,-0.037879108532612456,-0.7774810707662274,0.882312222222222
294,"McGowan, Fergie",P,S,R,18,36,60,47,28,25,76,49,65,60,46,25,26,46,0,20,16,25,16,95,15,57,66,55,94.36200000000002,0.39278166666666686,0.5375766666666667,1.860182142857143,1.7337,5.499671863789208,-0.028611166615208298,-1.2725765415128687,0.9303583333333336
252,"McMahon, Micah",P,R,R,21,39,65,40,30,33,50,65,73,67,44,43,19,50,0,34,34,17,15,70,45,40,44,81,87.60975000000006,0.38871066666666676,0.5159850000000002,1.8665333333333332,1.2151,6.031296044822027,-0.4740132880039709,-1.4570634145387742,0.904695666666667
379,"McNichol, Nick",P,R,R,21,57,25,35,23,33,82,66,80,47,42,0,0,42,12,42,61,22,0,81,23,85,59,82,62.69266666666664,0.41200000000000014,0.5457549999999999,1.9872500000000002,1.1956,6.2400903623791555,-0.26410638707246153,-1.03706432797748,0.957755
230,"Mercado, Alberto",P,L,L,18,32,77,74,19,32,99,38,76,52,57,33,32,50,58,35,58,42,21,14,9,75,23,54,114.01933333333345,0.3649173333333334,0.5084259999999999,1.6946799999999995,2.4902,5.28710009007073,0.5760418576912006,-1.780161578512376,0.8733433333333334
98,"Meyers, Tyler",P,L,L,22,42,79,49,52,49,85,49,67,68,37,0,0,62,55,27,75,40,28,48,38,75,65,91,104.43850000000006,0.36547,0.48192866666666667,1.6197450000000004,1.8196,5.159083087995367,-0.15008125916088944,-0.46481583413615135,0.8473986666666666
155,"Miceli, Asher",P,L,L,20,27,79,61,57,34,20,25,77,70,36,22,0,56,12,11,13,40,42,97,47,76,39,70,123.60700000000008,0.356464,0.4621900000000001,1.6539083333333324,1.634395,5.4516730513011025,0.000997346003970795,0.3569189915340528,0.8186540000000001
416,"Milton, Paul",P,L,L,21,24,72,49,25,9,28,20,58,39,49,35,0,35,37,34,34,36,4,33,30,57,23,86,104.82466666666674,0.37765499999999996,0.599735833333334,1.9902383333333324,1.7517500000000004,5.830616779321714,-0.24247596354630122,-2.7648255717877417,0.977390833333334
208,"Miranda, Octavio",P,S,L,20,21,85,39,47,44,56,32,78,35,44,46,0,53,60,31,30,22,8,98,36,70,35,68,107.28050000000009,0.4004500000000003,0.5155193333333332,1.9211500000000001,1.3105000000000002,6.00314741681043,-0.7428486899625214,-1.3986534831511843,0.9159693333333335
66,"Misch, Scott",P,L,L,21,62,30,98,64,47,83,74,70,71,39,0,0,65,33,18,95,96,10,54,41,79,58,93,67.9915,0.35156999999999994,0.48290999999999995,1.5404999999999993,3.3138000000000023,4.632264753631984,0.01730827805339114,-0.12701918272046242,0.8344799999999999
387,"Montana, Vic",P,L,L,21,73,36,85,3,4,80,25,58,72,0,0,0,41,29,19,69,28,31,67,26,31,25,85,103.92750000000011,0.3692900000000001,0.5660000000000002,1.7693500000000009,2.201799999999998,4.870515279825712,-0.19583972599297386,-1.2011376209118967,0.9352900000000003
404,"Moya, Moises",P,R,R,18,5,54,44,24,47,41,37,69,67,26,0,0,36,15,23,17,19,0,91,34,47,58,40,75.197,0.3976360000000001,0.5098797619047619,1.8849566666666664,1.5375499999999998,5.840835722937577,-0.26240666595569484,-1.0111254986809994,0.907515761904762
194,"Munoz, Jonas",P,R,R,18,11,89,87,28,41,97,37,51,38,21,42,0,52,53,45,47,64,13,93,1,86,56,45,86.6682666666667,0.372526666666667,0.5454050000000001,1.6808178571428576,2.6966466666666657,5.0829845952724515,0.49629589303087734,-0.020070748440854783,0.9179316666666671
79,"Nimmo, Dan",P,R,R,21,45,40,97,51,44,57,82,73,59,63,0,0,64,53,29,6,67,23,78,31,93,40,67,73.96000000000002,0.3608633333333333,0.465557,1.5582190476190476,2.94385,4.720016591892787,0.18069392761274425,0.04871909926993217,0.8264203333333333
427,"Nunez, Andres",P,S,R,22,37,34,60,7,12,47,5,43,60,34,0,0,31,0,16,49,39,10,62,19,65,16,91,122.65300000000018,0.4082366666666667,0.5663200000000004,2.0100216666666664,2.1061250000000005,6.011842681881235,-0.005305299520129809,-1.4055268557814984,0.9745566666666671
367,"O'Conner, Sherman",P,R,R,22,36,79,47,16,20,56,6,76,68,25,0,0,43,31,41,15,33,0,90,61,76,56,38,129.6506666666668,0.3918416666666667,0.5390300000000002,1.8564749999999992,1.7926166666666663,5.778918637564212,-0.5524048848877817,-3.4781326119137765,0.930871666666667
330,"O'Connor, Andre",P,R,R,18,72,23,44,31,61,47,21,75,63,21,0,0,44,0,21,4,22,15,79,33,66,37,46,63.115033333333294,0.38047500000000006,0.4981999999999998,1.830416666666666,1.5347333333333322,5.424001884182649,-0.36422341955528714,-0.605947637709191,0.8786749999999999
214,"O'Flaherty, Vinny",P,S,L,18,28,90,52,32,25,57,83,72,50,37,23,0,51,46,45,36,13,6,68,30,55,22,66,104.24500000000015,0.37568500000000016,0.5709524999999999,1.8706099999999992,1.733067857142857,5.654683317857559,-0.1552748206576561,-1.7006249201152759,0.9466375
127,"Oeltjen, J.P.",P,L,L,22,35,79,65,35,34,70,77,70,60,48,44,46,59,0,24,75,36,3,90,6,100,56,93,118.11750000000012,0.387776,0.492566666666667,1.871269444444444,1.8670049999999987,4.790308080980091,0.20598321156477817,-1.3190736357384139,0.8803426666666669
241,"Ogawa, James",P,L,L,22,10,65,60,45,32,58,73,74,63,43,42,0,51,32,59,10,5,22,92,38,100,32,79,95.0453571428572,0.38500933333333337,0.5070733333333335,1.8138249999999994,1.7576333333333332,5.224211031775532,0.23808578615626247,-0.5797481316374338,0.8920826666666668
128,"Olmos, Stuffy",P,R,R,19,40,66,75,34,40,80,37,67,64,45,37,0,59,45,36,88,59,21,76,25,29,84,67,101.77906666666675,0.3663303333333333,0.49296800000000013,1.7072983333333327,1.89375,4.940667116593669,0.0396433002484129,-0.8738202500083573,0.8592983333333335
355,"Ontiveros, Julio",P,S,R,22,64,40,41,14,23,79,35,68,77,44,0,0,44,21,55,62,30,23,80,10,52,5,85,75.2431,0.3937766666666666,0.5404574999999999,1.8052166666666665,1.4534449999999999,5.663059689394681,-0.3492365182710486,-0.8931897118592467,0.9342341666666665
12,"Ortiz, Javier",P,L,L,19,26,75,82,82,67,61,79,81,79,38,37,0,77,35,29,35,80,30,73,42,65,55,67,163.2456666666669,0.3217918333333334,0.4218608333333335,1.3513249999999994,2.3129399999999993,4.0995172658480605,1.2140872609894566,1.9309982713649658,0.743652666666667
137,"Owen, Miguel",P,L,L,18,49,30,83,52,37,72,59,70,78,40,0,0,56,1,40,68,56,7,82,17,72,70,87,68.14963333333333,0.3575099999999999,0.4844410000000002,1.5680333333333325,2.4586,4.69208845358192,-0.14647953053825738,-0.34648216208482924,0.8419510000000001
81,"Padilla, Noel",P,R,R,18,18,83,59,54,63,24,79,83,81,67,44,0,62,30,45,34,28,0,46,21,88,51,55,123.39083333333345,0.33211599999999997,0.427738666666667,1.3944833333333333,1.8331500000000007,4.413138592426091,0.8545548703320185,1.483750426630492,0.759854666666667
158,"Pagan, Trevor",P,S,R,20,68,39,90,38,28,95,59,71,41,0,0,0,56,40,15,66,68,10,47,19,63,42,83,83.19533333333335,0.36804299999999984,0.5642849999999997,1.5993000000000004,3.1495249999999997,4.765532142945055,-0.01135973692403749,-0.5235785268981354,0.9323279999999996
398,"Park, Deivi",P,R,R,19,37,21,42,26,24,93,78,82,57,25,0,0,39,42,43,49,14,0,83,17,79,5,46,56.35999999999997,0.4021800000000001,0.53119,1.926250000000001,1.464183333333333,5.58728100323222,-0.3319147941236789,-0.9281789235746076,0.9333700000000001
39,"Parker, Ben",P,R,R,18,56,37,52,68,71,90,66,78,75,51,0,0,67,0,29,69,43,4,72,4,73,64,100,88.94606666666668,0.3587249999999998,0.4235625000000001,1.6587249999999996,1.5526500000000005,4.971548267718296,-0.02224170454604912,-0.05649336010085391,0.7822874999999999
173,"Parker, Les",P,L,L,22,38,91,62,35,26,35,59,60,64,61,28,0,55,0,31,42,4,0,89,16,73,41,90,125.14300000000011,0.3842786666666667,0.5386800000000002,1.8033299999999992,1.739233333333333,5.656456971077785,0.3833608312976748,-0.8936817157065866,0.9229586666666669
146,"Pascual, Irving",P,S,R,22,29,68,89,41,38,57,33,68,37,37,28,0,57,21,32,37,42,3,87,28,46,28,88,101.5400000000001,0.35521666666666646,0.5269460000000001,1.537133333333333,2.9158499999999994,4.860359907116122,0.24211662122000555,0.4215572220777709,0.8821626666666667
206,"Patel, Harold",P,L,L,18,66,27,56,43,55,55,5,96,48,57,0,0,51,14,17,35,31,11,100,29,41,44,67,68.4195714285714,0.3665700000000001,0.45463499999999973,1.6308271428571424,1.9265309523809528,5.55008038983014,-0.1784952858999017,-0.3452513965821789,0.8212049999999999
341,"Patterson, Dmitri",P,S,R,22,65,34,54,10,37,91,13,77,53,52,0,0,45,67,45,94,11,0,89,34,80,38,67,83.53599999999997,0.3856316666666668,0.4914400000000001,1.8175633333333325,1.913316666666665,5.355552547159757,-0.22307819241523175,-0.9187224062776774,0.8770716666666669
369,"Perez, Giancarlo",P,R,R,21,30,72,39,25,30,53,38,74,71,34,23,1,43,13,29,12,23,5,64,42,34,39,71,108.45366666666676,0.4108833333333337,0.5313499999999999,1.9974928571428592,1.2827500000000003,6.060985608188194,-1.0138433345372762,-2.86722997650788,0.9422333333333336
342,"Perry, Andy",P,R,R,22,24,87,65,21,14,32,60,57,48,48,34,0,45,52,52,18,35,0,83,23,38,28,83,110.42400000000006,0.38254433333333343,0.6007357142857146,1.929938333333333,1.6674666666666669,6.017661909709187,-0.23938142344776256,-2.7152033441711465,0.983280047619048
382,"Price, Billy",P,L,L,21,52,30,60,23,26,23,56,58,72,36,0,0,41,12,13,44,31,33,70,24,38,21,76,72.49250000000002,0.3934683333333332,0.5503500000000003,1.8324099999999999,1.7322,5.652391351091727,-0.8833918113359838,-1.0552488915047473,0.9438183333333335
259,"Ranaudo, Kelly",P,L,L,22,34,98,49,22,25,75,40,59,70,31,43,19,50,36,53,81,38,25,90,38,59,9,79,126.9070000000001,0.38110499999999997,0.5671750000000003,1.8324199999999997,1.87066,5.435782621043511,-0.15104628049613758,-3.106221767216301,0.9482800000000002
339,"Rando, Albert",P,L,L,20,25,67,65,32,17,31,42,77,61,36,21,0,45,30,28,19,40,7,65,39,22,45,69,106.18033333333342,0.38780866666666663,0.49946166666666647,1.809126666666666,2.068958333333334,5.63404715619794,0.3517154871051747,-1.22863299109383,0.8872703333333332
5,"Reginatto, Gus",P,S,R,21,93,39,100,75,79,100,100,83,43,0,0,0,85,39,46,79,44,9,66,28,57,57,100,109.80100000000012,0.30554357142857136,0.4001830000000002,1.2925833333333328,4.167905357142856,3.816576726827806,0.40465808917486407,1.0104731400046503,0.7057265714285715
145,"Rivera, Marcell",P,R,R,19,84,30,85,25,49,88,47,77,62,0,0,0,57,20,22,95,28,0,89,24,86,7,70,67.26966666666667,0.3597399999999999,0.4526799999999999,1.5738666666666667,2.3415999999999992,4.66783168283825,0.06156701194534337,-0.2311024285659152,0.8124199999999998
226,"Rodriguez, Harry",P,L,L,18,41,31,61,49,54,57,49,84,75,27,0,0,50,0,22,17,18,22,47,63,43,30,38,66.95349999999995,0.34351400000000026,0.4377833333333334,1.5193700000000008,1.8472999999999997,4.586657010009855,-0.17850415086802132,-0.4097167959365307,0.7812973333333337
316,"Romak, Trace",P,S,R,22,26,70,79,24,17,17,42,56,48,11,0,0,47,53,37,13,80,0,100,55,47,28,97,120.68491666666677,0.36920580952380944,0.6109300000000006,1.7657300000000007,2.586349999999998,5.808307637087545,0.3264569135135052,-0.8779567708326647,0.9801358095238101
273,"Romano, Mateo",P,S,L,18,15,53,17,40,47,61,85,93,75,32,77,29,47,31,37,18,19,11,92,31,49,39,52,89.20450000000002,0.42268000000000017,0.4461988888888889,2.0761766666666674,0.8407999999999993,6.032868438055459,-0.447239185666087,-1.2114001859817123,0.8688788888888891
298,"Romano, Max",P,R,R,21,37,91,79,20,24,19,29,72,56,46,36,36,48,2,31,18,72,4,31,33,100,36,84,135.5652000000001,0.37503166666666665,0.5375533333333334,1.7177,2.2140000000000004,5.429386070258633,0.3462213911423619,-1.3042613433798613,0.9125850000000001
21,"Romero, Angel",P,S,L,21,38,78,100,52,52,83,57,73,61,71,35,0,74,7,31,50,58,0,79,12,100,60,75,137.6135000000001,0.3413678333333333,0.4567214999999998,1.4935999999999998,3.0855176190476192,4.599478606046831,0.969022993638518,0.6223367334797417,0.7980893333333331
392,"Romero, Stefen",P,L,L,21,29,83,57,21,6,59,35,49,34,39,35,0,40,57,47,21,40,1,51,39,36,22,100,111.8540000000001,0.40358000000000027,0.6136700000000003,1.9771833333333322,2.143734999999999,5.8751146645826,-0.4887184330638754,-3.0118626268012076,1.0172500000000007
402,"Roque, Felipe",P,R,R,19,66,25,35,24,31,33,22,74,40,45,0,0,38,12,42,12,12,0,100,25,50,34,87,67.22083333333332,0.40463266666666653,0.57225,1.9839749999999996,1.2492599999999998,6.371570648200813,-0.6427229197964874,-1.421065511539521,0.9768826666666666
332,"Roundtree, Bob",P,R,R,22,20,76,43,33,26,56,56,58,53,33,41,0,46,49,33,8,16,0,100,31,90,29,61,107.13008333333342,0.3913151666666666,0.5519916666666669,1.8758916666666658,1.5757999999999992,6.040726405147813,-0.4759336775486333,-2.2886786219157296,0.9433068333333334
240,"Rua, Charlie",P,R,R,19,13,87,47,38,42,98,81,76,66,45,45,24,51,11,32,31,31,0,40,12,45,47,68,78.67728333333334,0.38644999999999996,0.47713000000000017,1.8514116666666665,2.2737199999999977,5.49821864162669,-0.07397329084348975,-1.0293846427871995,0.8635800000000001
352,"Ruth, Nick",P,L,L,19,19,76,30,28,18,84,56,65,43,58,47,21,44,44,52,85,22,0,86,49,91,70,91,92.86375000000005,0.4205900000000002,0.5997600000000002,2.035475000000001,0.9896999999999995,6.5910360655522275,-0.9930550307740066,-3.189779724172146,1.0203500000000003
295,"Ryan, Mike",P,L,L,21,32,72,63,27,10,82,48,62,59,30,26,36,48,0,38,52,52,22,100,20,56,63,68,106.64100000000012,0.39025600000000005,0.5404080000000001,1.875969999999999,1.7863000000000002,5.47055910465499,-0.043288559351635975,-3.1064619881084563,0.9306640000000002
297,"Sanchez, Vic",P,L,L,18,86,27,61,28,28,74,58,77,27,0,0,0,46,9,30,83,18,53,73,19,96,23,50,82.16033333333333,0.38333833333333345,0.5509399999999999,1.907046666666667,1.9874166666666664,5.61802450922299,-0.2703688216916583,-0.7898013193854938,0.9342783333333333
195,"Schlosser, Raymond",P,L,L,19,69,42,82,19,36,45,54,74,56,47,0,0,54,14,57,36,57,0,73,13,51,24,82,76.71890000000002,0.36587666666666663,0.5162300000000003,1.6385000000000003,2.0996333333333332,5.161187080741984,-0.1969673335430708,-1.2115477009072375,0.8821066666666669
384,"Schofield, Larry",P,R,R,18,20,80,46,10,22,30,46,78,36,64,0,0,39,20,37,27,20,13,59,34,53,56,52,103.13650000000007,0.3866666666666665,0.5833900000000002,1.813741666666667,1.5337116666666661,5.728400591768772,-0.4347094887520433,-2.9037255641748065,0.9700566666666667
25,"Scholl, Henderson",P,R,R,18,24,100,59,65,63,93,84,94,75,69,55,0,71,46,20,94,15,6,24,61,28,33,76,147.93900000000016,0.3524686666666666,0.43106599999999995,1.5446599999999995,2.2401999999999997,4.599758206141619,0.5839201096703569,1.1272353532298616,0.7835346666666665
277,"Schugel, Chuck",P,L,L,18,55,34,44,53,30,38,20,76,66,50,0,0,47,71,39,52,40,27,72,30,60,30,78,82.29799999999999,0.3857208333333333,0.50406,1.8060566666666662,1.2506000000000006,5.749480302110694,-0.45632494234964727,-1.0996721439439363,0.8897808333333332
424,"Scott, Woodie",P,R,R,22,42,24,79,15,9,14,30,62,59,14,0,0,33,5,21,8,85,11,69,25,38,49,84,61.20866666666664,0.3763566666666667,0.5617600000000005,1.8017600000000007,2.551449999999999,5.583213751266613,-0.8626530994067554,-0.8822949310437177,0.9381166666666672
407,"Sheldon, Gus",P,S,L,18,26,87,30,18,2,76,50,59,55,27,17,44,36,19,0,23,18,9,92,38,83,54,52,112.84650000000015,0.41192,0.5531520000000001,1.9604083333333333,0.9034999999999994,6.6304056519373535,-0.9939078293876108,-2.8404644086289563,0.9650720000000002
211,"Sheridan, McKay",P,L,L,21,29,81,44,40,31,89,70,76,67,47,45,0,53,59,24,26,33,21,60,46,54,74,36,112.20133333333344,0.39274999999999993,0.4951400000000003,1.8455599999999999,1.5092000000000005,5.6525785624803735,-0.018612415567147815,-1.039553689728464,0.8878900000000003
60,"Shields, Wes",P,R,R,21,38,78,97,37,40,81,68,64,50,63,20,0,66,8,71,60,36,6,58,9,53,42,92,134.39800000000014,0.345404,0.4981823333333334,1.4920499999999992,3.5038042857142857,4.732410140966327,0.9390942083486958,0.44644669305033985,0.8435863333333333
209,"Sierra, Matt",P,R,R,22,15,39,84,59,53,19,50,74,79,43,20,0,53,15,31,5,100,5,85,25,82,25,87,83.80005,0.3567726666666669,0.4725791666666669,1.6126200000000004,2.3790966666666673,4.763750780144076,-0.05670187544608339,-0.7528365381516083,0.8293518333333338
179,"Slusarski, Walt",P,R,R,20,100,31,88,23,40,89,21,72,71,0,0,0,55,29,56,99,21,0,86,18,71,18,74,75.2955,0.3721400000000001,0.49847000000000014,1.6793,3.156449999999999,4.990014995442576,-0.11155001841487806,-0.8053594651790574,0.8706100000000002
311,"Smith, Darin",P,L,L,20,72,26,78,33,20,76,33,68,63,28,0,0,47,0,27,48,87,16,99,26,15,46,65,69.29821428571428,0.37143,0.5467229999999996,1.7349299999999992,2.121975,5.39492403558005,-0.5580976749158196,-0.8798180070764446,0.9181529999999996
364,"Snell, Danny",P,R,R,19,83,24,38,24,33,88,62,75,44,0,0,0,43,71,5,33,15,0,100,14,14,54,66,66.75716666666665,0.40015933333333314,0.5618099999999998,1.947400000000001,1.58535,5.698794539486212,-0.2403696358771356,-0.9578259837801336,0.961969333333333
415,"Sojo, Eduardo",P,R,R,19,32,20,57,31,30,71,5,71,67,13,0,0,35,56,29,18,21,0,100,13,23,11,67,48.79199999999995,0.3831068571428572,0.51703,1.8550533333333326,2.0287333333333324,5.686384781270537,-0.2152012181598774,-0.8758036141901888,0.9001368571428572
