Player,Lvl,Frn,Pos,%,Age,Durability,Health,Stamina,Control,vLH,vRH,Velocity,Groundball,Pitch1,Pitch2,Pitch3,Pitch4,Pitch5,$,team,teamid,xIP,xOBP,xSLG,xWHIP,xSO/BB,xFIP,xWARd,xWARs,xOPS
Shou Shin,AAA,CH1,P,100,26,26,69,98,45,24,24,79,69,50,46,28,29,0,$55K  54500,Chicago Go-Go's,6869,108.2013811170467,0.429208691615275,0.6074155329595372,2.028428594411682,1.0890854233575749,6.539119803318677,-0.5723400569853416,-7.001110589549416,1.0366242245748123
Slash Witherspoon,LoA,CH1,P,100,22,42,98,36,42,31,23,86,57,68,51,34,0,0,$27K  26250,Chicago Go-Go's,6869,40.028944653224,0.4192249527272854,0.5750186631672776,1.9709511673346305,1.1979833282733476,6.24907888897344,-0.8999653519268528,-3.968764085014955,0.9942436158945629
Stu Kieschnick,LoA,CH1,P,100,21,29,91,72,38,18,24,85,61,62,60,33,32,0,$27K  26250,Chicago Go-Go's,6869,91.79305977816553,0.4270418172776207,0.5904195946745091,2.0148889139866606,1.0256381449421228,6.446924646000119,-0.9958033477414001,-7.629766680994881,1.0174614119521297
Toby Sadler,RL,CH1,P,100,19,40,76,22,41,41,39,33,13,67,62,34,0,0,$8K  7650,Chicago Go-Go's,6869,26.31811352875379,0.39680611015219874,0.5413030728953644,1.8406404846608768,1.240945426816839,6.237827487210804,-1.2638091704149221,-3.3685416364587146,0.9381091830475632
Tony Kida,AAA,CH1,P,100,32,86,64,41,72,45,33,29,55,69,51,0,0,0,$55K  54500,Chicago Go-Go's,6869,68.93559333845494,0.3831020079844504,0.5376112306411639,1.7477545633481837,1.7267734456616826,5.716290816502315,-0.47120587198650143,-1.7344238754520203,0.9207132386256143
Tori Walls,HiA,CH1,P,100,21,25,61,91,74,27,18,84,49,66,50,37,24,0,$27K  26250,Chicago Go-Go's,6869,118.40951583631977,0.4035343537505002,0.5892934213669448,1.8713003964087112,2.0858029403499048,5.915098901341857,0.19081187139107128,-4.379883745976744,0.992827775117445
Trot Velarde,LoA,CH1,P,100,20,23,94,63,37,51,53,38,58,71,67,41,33,0,$27K  26250,Chicago Go-Go's,6869,67.71993558670684,0.382239537320213,0.49210720614229325,1.7319550511345991,0.8939054048799717,5.750195395189294,-1.3554037643073598,-2.763425114416626,0.8743467434625063
Tyrell Gentry,AAA,CH1,P,100,27,26,87,95,44,31,23,54,27,52,48,35,25,15,$55K  54500,Chicago Go-Go's,6869,107.68916352130982,0.4249348510454134,0.6101915115988074,2.009127187698623,1.3153335007237865,6.708972956525653,-0.549499750144688,-3.9884304959787404,1.0351263626442209
Vinny Tamura,LoA,CH1,P,100,22,30,85,72,41,25,23,32,21,57,44,24,24,18,$27K  26250,Chicago Go-Go's,6869,98.4362499750816,0.42707945132303426,0.6119819251815563,2.027857762506001,1.2201974767119568,6.881003021637902,-1.0988655077222937,-7.834222843770526,1.0390613765045904
Vitas Guerrero,AA,CH1,P,100,24,30,91,84,65,27,30,78,71,66,42,33,36,15,$38K  37500,Chicago Go-Go's,6869,123.57972404344662,0.3998897119182889,0.5646626824581226,1.8440746306767306,1.7972731320722852,5.8269980582437215,-0.026448610367799157,-4.92655752983505,0.9645523943764115
William Igarashi,RL,CH1,P,100,19,62,68,24,29,38,47,71,40,73,48,0,0,0,$8K  7650,Chicago Go-Go's,6869,27.286726887201947,0.4033412504226213,0.5312378984510856,1.8765168859815744,1.1044215129890302,6.172196251873995,-1.6535579255416473,-3.0131057127739487,0.934579148873707
Willie Cruz,ML,CH1,P,100,31,55,99,38,81,50,69,97,62,74,74,40,0,0,$327K  327000,Chicago Go-Go's,6869,68.67615609987257,0.3315632667966693,0.43069713789369907,1.4151265185016202,2.241142265064899,4.298719114941921,-0.05019682088042274,-0.284016599975733,0.7622604046903684
Wilton Douglas,HiA,CH1,P,100,21,22,67,55,62,24,24,82,42,56,45,37,30,14,$27K  26250,Chicago Go-Go's,6869,51.12509133235308,0.40977946229265505,0.591875372145451,1.9169124175811005,1.6355503601489565,6.162701829394303,-0.480907689536879,-5.386876777837174,1.001654834438106
Ali Estrada,HiA,CIN,P,100,24,82,52,35,47,21,24,45,21,48,39,24,0,0,$27K  26250,Cincinnati Super Soldiers,6866,82.10108878144558,0.42749486839757966,0.6219117335526299,2.0362812998468263,1.3798729670743233,6.8539526224908185,-1.101039765993965,-9.830061984064473,1.0494066019502095
Anthony Moore,LoA,CIN,P,100,23,20,85,56,44,26,36,25,41,70,52,37,35,0,$27K  26250,Cincinnati Super Soldiers,6866,33.91002441056124,0.4044037061593687,0.5571040579506175,1.8803979699046882,1.117165985345115,6.330357968310821,-1.2013403819470205,-6.558361985439549,0.9615077641099862
Antonio Reagan,HiA,CIN,P,0,21,31,53,82,39,18,22,32,69,40,45,17,24,16,$27K  26250,Cincinnati Super Soldiers,6866,123.107014746436,0.44073796159437845,0.627987875702545,2.1070119716991464,0.898228315743383,7.0310164105901265,-1.0420950792309516,-7.722608158613844,1.0687258372969235
Aramis Castillo,AA,CIN,P,75,22,56,46,23,50,39,47,45,45,69,51,34,0,0,$38K  37500,Cincinnati Super Soldiers,6866,28.194314082875028,0.3859039318882188,0.5210636365106258,1.7678524935654187,1.706746232686519,5.843543453360038,-0.6491826545791176,-1.6428531618976492,0.9069675683988446
Bert Richard,AA,CIN,P,100,25,30,80,68,28,30,28,81,45,56,48,36,24,0,$38K  37500,Cincinnati Super Soldiers,6866,76.56409706539043,0.4311422233267773,0.5950175993004136,2.0453247825648093,0.8153027477188949,6.689916900746754,-1.666242056582366,-4.108466949078535,1.026159822627191
Bert Ryan,LoA,CIN,P,100,24,78,83,30,50,26,35,85,44,81,60,40,0,0,$27K  26250,Cincinnati Super Soldiers,6866,49.94223439921358,0.3958966629281875,0.5376623603959645,1.8247912162225952,1.6641337887177223,5.780278617035192,-0.44135234076270957,-5.33001483436484,0.933559023324152
Bob Berry,HiA,CIN,P,0,21,51,41,30,23,49,53,68,64,54,51,26,0,0,$27K  26250,Cincinnati Super Soldiers,6866,40.6412035409318,0.40476453624466846,0.5244777381098145,1.88101465164501,1.1885621673744213,6.1880585753136685,-1.698034081988138,-2.3040306924954486,0.9292422743544829
Brady Reininger,AAA,CIN,P,100,29,81,76,16,75,59,66,23,44,83,68,0,0,0,$70K  70000,Cincinnati Super Soldiers,6866,55.76495363322044,0.33358271554186875,0.4326494635261442,1.4369488812651745,2.0511182905935943,4.752493933662484,-0.13125777461078106,0.20717488051310073,0.7662321790680129
Bret Smith,ML,CIN,P,100,36,24,46,54,73,78,72,27,90,86,61,34,50,0,$1.5M  1480000,Cincinnati Super Soldiers,6866,97.67537878299402,0.32274161120217093,0.3963753993884029,1.3544944989306404,1.9624416156892752,4.357131617143042,0.22954832294946517,0.8823313546657529,0.7191170105905738
Brett Suppan,LoA,CIN,P,0,23,56,73,46,28,43,38,77,47,74,58,46,0,0,$27K  26250,Cincinnati Super Soldiers,6866,41.23057982815978,0.4077669795685422,0.53730316159128,1.8965910838102809,0.9496850678301288,6.138757631235173,-1.7089605563583556,-3.121075506836372,0.9450701411598221
Brooks Oramas,ML,CIN,P,100,28,33,76,55,82,65,68,91,82,86,69,48,51,0,$4.5M  4540000,Cincinnati Super Soldiers,6866,91.90877578129118,0.32202436677446145,0.4058496243111165,1.3474545216029858,2.368659126900466,4.03300450583146,0.49570312859448573,0.8901964374406555,0.7278739910855779
Buck Christensen,RL,CIN,P,100,23,65,86,35,56,23,26,11,65,64,53,37,0,0,$8K  7650,Cincinnati Super Soldiers,6866,59.59919086200273,0.4089071786721956,0.5726080608822774,1.9083160737836304,1.2729993119268364,6.310359553387579,-0.6574448189724876,-6.676242514460606,0.9815152395544731
Butch Moehler,RL,CIN,P,100,21,39,61,39,25,23,23,80,36,57,51,38,29,0,$8K  7650,Cincinnati Super Soldiers,6866,46.64606555966249,0.43755642148661694,0.6069210523957632,2.0906988214254785,0.8369014667920212,6.86013611320077,-1.8899011530704677,-8.89477415771427,1.04447747388238
Calvin Hansen,ML,CIN,P,100,31,21,71,65,60,77,86,56,78,80,66,46,43,0,$4.6M  4625000,Cincinnati Super Soldiers,6866,132.91849277340677,0.32108682347155115,0.3818672232801233,1.3419771758779484,2.016307960873845,4.312995411099328,0.9169990113845183,2.0914346540171063,0.7029540467516744
Chief Gillespie,ML,CIN,P,100,34,28,79,84,59,63,79,86,88,85,57,48,52,27,$5.4M  5365000,Cincinnati Super Soldiers,6866,173.00763400711193,0.333778646767039,0.40583028600000437,1.4176178893944142,2.0030221688784495,4.386713942514869,1.1176518240001763,2.074198199853899,0.7396089327670434
Chris Rooney,LoA,CIN,P,100,23,28,94,79,52,27,34,85,69,71,45,36,20,0,$27K  26250,Cincinnati Super Soldiers,6866,109.72936052081253,0.4043535606655383,0.5563559817048833,1.8712729980361993,1.5136337630283472,5.91959551637385,-0.2722009596020485,-5.948287684589009,0.9607095423704216
Cole Duran,ML,CIN,P,100,25,23,77,66,83,87,92,31,72,70,68,57,32,34,$343K  343000,Cincinnati Super Soldiers,6866,160.9332849574821,0.2958442587704104,0.36025464156505926,1.187046912146807,2.36544257007454,3.8703994168836715,1.7232152323643357,4.150313986046966,0.6560989003354696
Cookie Peron,ML,CIN,P,100,30,59,80,49,58,68,67,76,77,83,69,54,0,0,$343K  343000,Cincinnati Super Soldiers,6866,85.53857897258969,0.34309709627694934,0.422257008095833,1.4812357765819604,1.8024341788804874,4.5952364103996794,0.053744962312456665,0.37896198490138067,0.7653541043727823
Damaso Lopez,HiA,CIN,P,100,20,27,84,62,85,67,61,84,79,86,61,49,51,0,$27K  26250,Cincinnati Super Soldiers,6866,123.65787395824708,0.3275061117021193,0.42315056146167107,1.3828265915781695,2.380533949597067,4.175411273119404,0.8123481948959498,1.2295918860055077,0.7506566731637904
Dan Abercrombie,AA,CIN,P,100,24,50,95,25,38,38,33,40,47,71,47,23,0,0,$38K  37500,Cincinnati Super Soldiers,6866,32.50103002864682,0.40928123464618266,0.5531910272187499,1.9128392803814618,1.006312401895311,6.323535812119399,-1.4654396740979927,-3.0805312768201496,0.9624722618649326
David Falu,AAA,CIN,P,100,26,30,92,71,72,51,54,38,41,76,56,38,40,0,$59K  59000,Cincinnati Super Soldiers,6866,108.06308737052608,0.3545635709108738,0.4829460958002431,1.5629467236807486,1.7868136845365727,5.169016034107575,0.07594763014965594,-0.27517206014463075,0.8375096667111169
Elston Lowry,LoA,CIN,P,100,21,74,99,38,76,76,70,82,53,81,69,0,0,0,$27K  26250,Cincinnati Super Soldiers,6866,87.12724200794841,0.32556409335716374,0.41138888501114496,1.3786158136079691,2.310598959630827,4.284539352703152,0.13497887947690107,0.736345400488823,0.7369529783683086
Erisbel Gonzales,AA,CIN,P,90,22,19,74,73,68,31,43,76,40,68,61,36,36,11,$38K  37500,Cincinnati Super Soldiers,6866,87.69224273052824,0.37744409123429035,0.5277116079321652,1.7084568586414055,1.915961035113576,5.4959944458167165,-0.19122934352477403,-2.5575047151476102,0.9051556991664556
Esmil Prieto,RL,CIN,P,100,22,24,77,70,57,26,28,78,47,57,51,46,35,0,$8K  7650,Cincinnati Super Soldiers,6866,105.27135497487045,0.40823859667772805,0.5814290826953763,1.9020007280844946,1.4893710364199209,6.135906768759574,-0.2575979481752801,-6.15132065474013,0.9896676793731043
Eugene Lehr,HiA,CIN,P,100,21,50,80,42,50,35,28,78,41,57,45,39,0,0,$27K  26250,Cincinnati Super Soldiers,6866,68.98010141977699,0.41201887116400376,0.5800025642877753,1.9303838306562875,1.4100320146750955,6.243022829388348,-0.49485129779252723,-2.3590859754827997,0.9920214354517791
Gerald Battle,RL,CIN,P,100,23,21,72,87,56,18,12,22,21,55,46,30,22,21,$8K  7650,Cincinnati Super Soldiers,6866,113.37019184968446,0.42924252113398265,0.636329434792914,2.042341671708216,1.1996496166559076,6.910517575915231,-0.5843787148680731,-6.50188381311715,1.0655719559268966
Giomar Mangual,LoA,CIN,P,100,21,33,67,86,69,45,62,88,57,66,59,45,43,0,$27K  26250,Cincinnati Super Soldiers,6866,124.06794692655475,0.3559947156098414,0.4802915485367688,1.5666726288308093,1.9795779239140658,4.979174841185453,0.2852389366885445,-0.54202702421717,0.8362862641466102
Glen Fontanez,ML,CIN,P,100,29,34,99,68,89,51,67,49,57,87,74,39,72,43,$343K  343000,Cincinnati Super Soldiers,6866,142.00247780532183,0.3185671649524814,0.4177611079971858,1.3305818766166138,2.346982469092145,4.216571235813849,1.0125223419629032,1.6919380263995198,0.7363282729496672
Hades Lofton,RL,CIN,P,100,22,20,66,78,59,25,32,70,38,54,48,37,24,0,$8K  7650,Cincinnati Super Soldiers,6866,109.5441805186705,0.40606773334554425,0.5838130968777624,1.891670238103871,1.574046755815096,6.193301812005721,-0.36066585897501285,-5.648998560564377,0.9898808302233066
Harry Montero,ML,CIN,P,100,26,85,94,20,84,76,90,43,61,85,60,0,0,0,$1.3M  1255000,Cincinnati Super Soldiers,6866,66.57785717978736,0.29957441596407,0.3654990092116635,1.217876066094766,2.337162076690547,3.915610438977672,0.22665587057162448,1.3706358565885455,0.6650734251757335
Henderson Trammell,ML,CIN,P,100,39,51,63,25,80,57,74,30,40,83,65,0,0,0,$785K  785000,Cincinnati Super Soldiers,6866,64.56588217993301,0.3237487466598087,0.42000786133682394,1.377022517053112,2.1997231138085582,4.563839540445433,-0.08727162048910513,0.5863882049895802,0.7437566079966327
Jandel Kramer,HiA,CIN,P,100,21,28,91,81,50,40,33,44,42,72,53,43,25,0,$27K  26250,Cincinnati Super Soldiers,6866,99.97288295791829,0.3986848313596558,0.5507208830190962,1.839487472941871,1.3425115395542293,6.075485351668551,-0.41822066925488266,-2.1107181649938718,0.949405714378752
Jayson Rigby,ML,CIN,P,100,26,33,99,83,53,49,67,43,96,75,70,70,45,0,$343K  343000,Cincinnati Super Soldiers,6866,140.07131404364586,0.35549834189313784,0.4445798978413529,1.5520778297845343,1.5104491739548591,4.974385120715655,0.1865827827822817,-0.16028864411207638,0.8000782397344908
Joaquin Velazquez,AAA,CIN,P,100,23,24,95,93,67,23,17,77,45,56,49,28,31,21,$55K  54500,Cincinnati Super Soldiers,6866,130.37328943923305,0.41436443613887425,0.6072599809908,1.9403007372763406,1.7409978893615683,6.222607714312074,-0.12634037888864433,-5.602028248999797,1.0216244171296742
Joshua Henson,RL,CIN,P,100,20,75,83,32,53,28,19,71,51,55,42,0,0,0,$8K  7650,Cincinnati Super Soldiers,6866,98.8690926888729,0.4237666623056046,0.6046979653375979,2.0057958961502664,1.496542656743428,6.4695927458955165,-0.6562232473310589,-7.001672596917434,1.0284646276432026
Julio Sosa,LoA,CIN,P,100,20,26,99,55,76,81,75,87,63,77,74,43,62,0,$27K  26250,Cincinnati Super Soldiers,6866,116.76310543626137,0.3156946954566148,0.3916744528597266,1.3092951046274812,2.436113846769597,4.042461693990744,0.42647989962328103,1.1067252114159605,0.7073691483163413
Justin Hancock,AA,CIN,P,82,26,30,64,73,48,30,36,10,61,61,50,44,41,22,$38K  37500,Cincinnati Super Soldiers,6866,97.79526674005834,0.40403752856039366,0.559634151888432,1.874358585153407,1.2117464410649872,6.318428995394898,-0.5969822302175449,-3.862887167648795,0.9636716804488257
Kyle Beckett,RL,CIN,P,100,23,81,80,36,28,25,24,47,17,56,45,32,0,0,$8K  7650,Cincinnati Super Soldiers,6866,87.25277815560949,0.4359310841761325,0.6146396906519912,2.085425291868334,0.7291121840432971,7.03517738056973,-2.5440966434991155,-9.951890750639338,1.0505707748281237
Lorenzo Tabaka,AAA,CIN,P,100,23,32,94,81,9,17,18,80,66,61,53,33,14,26,$55K  54500,Cincinnati Super Soldiers,6866,96.59470682518011,0.45798068962513006,0.6202926070610215,2.2077464696402034,0.9004140584314504,7.1503821854100185,-1.1579933658208112,-8.113176593122345,1.0782732966861515
Louis Stauffer,AAA,CIN,P,57,23,23,54,93,59,17,20,46,24,59,44,33,25,18,$55K  54500,Cincinnati Super Soldiers,6866,83.20077355789034,0.4192010513658561,0.6179512797413755,1.977463545236564,1.9763745871901384,6.600136866135587,-0.5755954296192425,-5.555069625536904,1.0371523311072317
Matt Montgomery,AAA,CIN,P,100,24,20,63,84,35,19,18,23,28,55,46,28,20,14,$55K  54500,Cincinnati Super Soldiers,6866,82.19119305452878,0.4399144710956224,0.6314074409148149,2.107351683965501,0.620831156030194,7.176899324701816,-1.560282537212286,-9.471381482930813,1.0713219120104374
Max Delgado,ML,CIN,P,100,35,50,52,21,69,70,74,89,76,77,71,66,0,0,$1.0M  1050000,Cincinnati Super Soldiers,6866,57.64031209317501,0.32700829542531107,0.40174957990524146,1.3848603511120403,2.365722631671634,4.213976830682586,0.16954497625534462,0.625884341248811,0.7287578753305526
Mickey Cradle,AAA,CIN,P,100,23,32,57,91,49,29,34,41,41,73,62,52,46,39,$55K  54500,Cincinnati Super Soldiers,6866,110.92303229112864,0.3982017196476609,0.5513592054523021,1.8358553767784969,1.4409588868422472,6.080227998338309,-0.4741689532708424,-5.673717473283638,0.949560925099963
Peter Gosselin,AA,CIN,P,89,24,35,74,68,41,30,37,32,47,65,54,31,40,32,$38K  37500,Cincinnati Super Soldiers,6866,78.7519957149297,0.40598450885527504,0.5566223055460195,1.887988576915527,0.9977298219073699,6.32211626654728,-1.0782727550176994,-3.484995587789401,0.9626068144012946
Phil Hartley,HiA,CIN,P,100,23,23,89,73,71,52,52,34,47,69,51,36,0,0,$27K  26250,Cincinnati Super Soldiers,6866,102.81374842653179,0.3626354814211834,0.49704841532546823,1.6157627044841132,1.7799770823311756,5.342154850744456,-0.051722058961667726,-1.2014664308922565,0.8596838967466516
Quintin Witte,LoA,CIN,P,100,22,23,99,52,54,75,74,49,88,81,69,55,66,0,$27K  26250,Cincinnati Super Soldiers,6866,104.40836717673334,0.3347083688390068,0.39916588009928283,1.4243097026634168,1.6957456110995586,4.548165081504616,0.059466391432375566,0.5899778769766252,0.7338742489382897
Ralph Merrifield,RL,CIN,P,100,20,21,94,46,54,48,51,29,63,73,59,46,16,0,$8K  7650,Cincinnati Super Soldiers,6866,46.648446655151055,0.37251820081997494,0.4896307082673572,1.6747695396083238,1.4854568110329143,5.512993865999443,-0.5336783197681283,-1.6070391333930998,0.8621489090873322
Riley Clifton,RL,CIN,P,100,19,32,81,68,38,36,44,56,71,62,62,34,0,0,$8K  7650,Cincinnati Super Soldiers,6866,77.41882011989459,0.40246927850292785,0.5337836819524889,1.8599518168250255,1.0001194989952809,6.048289744099328,-0.9005458642944766,-3.036664341642521,0.9362529604554168
Russell Treadway,AA,CIN,P,100,23,72,92,12,73,32,34,42,60,64,46,0,0,0,$38K  37500,Cincinnati Super Soldiers,6866,40.19799949207252,0.38705754895098005,0.5449478402058385,1.7759648101936474,2.9346757067464564,5.737284321056377,-0.5023221248025466,-2.42562689954625,0.9320053891568185
Ryne Wright,AAA,CIN,P,100,23,24,86,75,21,26,28,78,69,58,52,32,26,24,$55K  54500,Cincinnati Super Soldiers,6866,96.77857018308578,0.4366454336152804,0.5893845238999574,2.0744778124006187,0.8149668803135779,6.71312764062891,-1.2043018929333194,-7.342821002148152,1.0260299575152378
Sal Lee,RL,CIN,P,100,19,27,95,75,67,47,47,75,79,72,52,40,44,27,$8K  7650,Cincinnati Super Soldiers,6866,105.24527270485403,0.36933593850872065,0.495827530278408,1.6481100149591326,1.8858226565482763,5.1537894437556595,0.08761314088014896,-0.7829362498697526,0.8651634687871286
Sherm Koch,AAA,CIN,P,100,23,23,95,92,34,31,33,82,40,71,51,19,47,13,$55K  54500,Cincinnati Super Soldiers,6866,77.74308947747139,0.4156522310860137,0.5685313763962343,1.9443485749864156,0.93829137100657,6.344144075770059,-1.182849941821135,-4.729190079991086,0.984183607482248
Stan Goodman,AAA,CIN,P,100,24,30,80,89,61,24,30,36,56,61,56,32,20,0,$55K  54500,Cincinnati Super Soldiers,6866,128.05230318310953,0.4036873305798123,0.5735601443634489,1.871304510749706,1.4577512460198598,6.161924026193209,-0.21843180047508273,-5.241039091066777,0.9772474749432613
Vidal Lopez,HiA,CIN,P,100,23,34,64,82,44,34,25,40,27,65,61,48,39,19,$27K  26250,Cincinnati Super Soldiers,6866,95.30150117945665,0.41231464496171144,0.5799903454113418,1.9283048063534096,1.108303925788782,6.452419660732551,-0.9552776425894487,-3.5798920962532628,0.9923049903730532
Welington Terrero,AA,CIN,P,47,22,35,86,27,13,52,64,18,40,78,58,39,0,0,$38K  37500,Cincinnati Super Soldiers,6866,33.408205144684345,0.3880885616899856,0.4791624357449568,1.7768235930301728,0.9352343780697424,6.111339104117151,-1.954450025478889,-2.271094827516817,0.8672509974349425
Wilmer Montero,RL,CIN,P,100,19,30,89,60,63,65,65,72,67,71,56,53,38,29,$8K  7650,Cincinnati Super Soldiers,6866,93.00371379201454,0.3468938356643162,0.4462623440680448,1.5089221983837904,2.0144043682620296,4.786626033568441,0.13341969754892163,0.08781985510867082,0.793156179732361
Zephyr Mittelstaedt,HiA,CIN,P,100,22,23,90,71,31,31,38,81,31,60,59,45,35,33,$27K  26250,Cincinnati Super Soldiers,6866,67.11107512101269,0.41274790612750456,0.5626820605020131,1.9300384213355934,0.9130696369557247,6.338687249106454,-1.4389461182350791,-4.9781328936815425,0.9754299666295176
Zoltan Taylor,AAA,CIN,P,100,23,18,40,80,43,19,15,76,44,60,46,30,29,18,$55K  54500,Cincinnati Super Soldiers,6866,63.887775639230945,0.43499278907664685,0.6227590870744371,2.072734041730111,1.5825960076240784,6.739480796679272,-0.8748628538137121,-7.183284517884285,1.0577518761510838
Aaron Lopes,LoA,COL,P,100,23,28,80,87,52,14,19,46,64,55,45,30,26,26,$27K  26250,Colorado Criminals,6879,130.70789004564065,0.4283747179731931,0.6153051143219108,2.027377686190651,1.1775524183543777,6.628533304714455,-0.36502979192632257,-5.952269680469998,1.043679832295104
Adam Standridge,HiA,COL,P,100,24,82,68,27,49,21,16,85,70,69,63,0,0,0,$27K  26250,Colorado Criminals,6879,47.64900772981338,0.42301165812316194,0.5854044741486077,1.9943748857969446,1.5727085149874702,6.239799113720617,-0.4730822820143763,-5.976080300241291,1.0084161322717697
Al McCallum,ML,COL,P,0,24,69,76,19,75,57,73,81,73,72,61,0,0,0,$327K  327000,Colorado Criminals,6879,57.4663019816924,0.33467233257940066,0.4271325495504071,1.4384184826297712,2.306106453011744,4.4639274468595005,-0.07763951458385085,0.21165030462496856,0.7618048821298078
Alberto Viciedo,HiA,COL,P,98,21,28,89,62,38,31,38,68,58,60,56,40,0,0,$27K  26250,Colorado Criminals,6879,76.09857940449031,0.41097504831788423,0.5568069876660996,1.9169523452933328,0.9696057599228022,6.226491242141348,-0.9267689382767003,-3.5284074090316917,0.9677820359839838
Aramis Aquino,ML,COL,P,62,23,24,73,44,77,63,59,84,81,80,72,59,59,0,$327K  327000,Colorado Criminals,6879,81.08472394180949,0.3351132806645405,0.42875878030605324,1.4312022412927479,2.291371873366658,4.3409027795763695,0.27005123501430944,0.6355848625513069,0.7638720609705938
Asdrubal Prieto,AAA,COL,P,100,25,24,94,76,31,43,31,84,98,77,55,49,35,34,$55K  54500,Colorado Criminals,6879,67.4689264001375,0.41177012507465066,0.5334090636233231,1.9083570551618814,0.9249477947309511,5.938588115955577,-0.8691042614944885,-3.1707450851716734,0.9451791886979737
Banana Hawkins,AAA,COL,P,100,26,28,60,87,39,36,31,43,36,64,51,51,40,20,$55K  54500,Colorado Criminals,6879,78.10973519372423,0.4125995159856885,0.5738591934981228,1.9286752958973352,0.8967970971338135,6.458938554137401,-1.2226476780887245,-3.6255683089562645,0.9864587094838113
Benito Colome,ML,COL,P,100,26,26,99,71,82,80,73,83,77,79,75,51,45,40,$378K  378000,Colorado Criminals,6879,174.54624954469378,0.31270027282492613,0.3876561772962552,1.2874769542984827,2.3922774361938295,3.8827503791882556,1.447524162044019,2.294082813801556,0.7003564501211813
Bert Wood,ML,COL,P,100,35,22,53,75,60,72,78,71,97,73,64,35,62,32,$5.0M  5000000,Colorado Criminals,6879,139.9974987485664,0.3335610215606436,0.40485695508619307,1.4175927994106519,1.9891716539771862,4.439718090079782,0.805008124988221,1.1914824634119292,0.7384179766468366
Bobby Joe McIntyre,LoA,COL,P,100,21,25,80,60,42,16,20,62,63,59,48,35,23,32,$27K  26250,Colorado Criminals,6879,63.121423611707634,0.4305327999262254,0.6042081570779436,2.0422896153838317,1.1664096489903437,6.6083546409619665,-0.9167911372531908,-7.361633185865252,1.034740957004169
Braeden Mazzaro,ML,COL,P,100,25,29,61,80,52,62,61,85,96,79,71,50,49,30,$343K  343000,Colorado Criminals,6879,131.93144575394706,0.35605627845952303,0.44044267265662074,1.556233540344566,1.6338385390485635,4.784017842456042,0.03648192217228049,-0.08716015031738653,0.7964989511161438
Butch Bradley,HiA,COL,P,100,22,74,89,11,61,30,36,76,61,60,50,0,0,0,$27K  26250,Colorado Criminals,6879,65.60084134447038,0.3961147897776295,0.5488332318461024,1.8309545815452428,2.153990475378717,5.81683946721641,-0.6505958060260162,-3.4624694664344053,0.9449480216237319
Carlos Ynoa,HiA,COL,P,100,20,84,87,12,41,20,17,78,66,68,53,0,0,0,$27K  26250,Colorado Criminals,6879,33.26068958732563,0.4299003050888261,0.5924773753116377,2.0403180348244194,2.1086488387729303,6.466427289112131,-0.8151803676135191,-6.851840973963386,1.0223776804004638
Chad Witt,AA,COL,P,100,24,32,55,65,34,27,27,77,39,60,60,25,31,0,$38K  37500,Colorado Criminals,6879,77.60677133333569,0.4244731692358991,0.5880525037333492,2.0050209576369937,0.9182873374492914,6.562507313908283,-1.663900181561878,-7.051871904437946,1.0125256729692482
Chet Clevenger,AAA,COL,P,53,30,29,60,64,59,51,57,74,18,81,66,61,56,0,$55K  54500,Colorado Criminals,6879,92.75506006970689,0.3554692019361839,0.47541045166192164,1.5695730165628492,1.9035456052124327,5.149146463789955,0.04032218690830631,-0.022491183086390906,0.8308796535981056
Chris DeJean,ML,COL,P,100,37,27,51,78,74,72,57,67,87,72,50,40,30,0,$5.9M  5900000,Colorado Criminals,6879,141.64802447805673,0.34825382816031547,0.4567719996270853,1.5147449990422406,2.1408457708007687,4.73770145031551,0.6671218815382683,0.808381725334444,0.8050258277874007
Damian May,ML,COL,P,100,33,53,98,30,53,80,75,91,97,91,76,70,0,0,$5.0M  5000000,Colorado Criminals,6879,74.9070516878683,0.3293449171296998,0.37493566701104686,1.3886758410330446,1.923932221466769,4.128351598422308,0.2514024867766227,0.6257365219632333,0.7042805841407467
D'Angelo Bernadina,LoA,COL,P,100,22,16,68,90,69,25,20,28,21,59,44,29,24,0,$27K  26250,Colorado Criminals,6879,100.97173876864099,0.40892292996069823,0.6081989097222873,1.9140790342060998,2.0300823074071306,6.449485351606457,-0.6713345887881117,-5.0484835643842265,1.0171218396829855
Darrell Bryant,RL,COL,P,100,21,40,65,26,62,28,23,74,71,68,41,27,0,0,$8K  7650,Colorado Criminals,6879,43.6006720965692,0.40714538125632543,0.5708717986872608,1.8983550874455788,1.7494355049005372,5.973435015161795,-0.470868272851514,-5.385176465859787,0.9780171799435862
Derrek Nunnally,AAA,COL,P,100,24,66,69,30,45,56,50,47,75,77,54,32,0,0,$55K  54500,Colorado Criminals,6879,45.6672571402934,0.3786935679209129,0.48594158055135267,1.712198364254765,1.3289229618289906,5.524858156140214,-0.9213863432094954,-1.2277285917049334,0.8646351484722656
Eddie Bonilla,AAA,COL,P,78,23,34,99,86,47,58,50,95,83,86,73,32,0,0,$59K  59000,Colorado Criminals,6879,130.04448379792555,0.3726328649694711,0.4675858792701837,1.6614832750775193,1.456398272668958,5.086700399804316,0.08702555241111432,-0.5378289423776229,0.8402187442396548
