Player,Lvl,Frn,Pos,%,Age,Durability,Health,Stamina,Control,vLH,vRH,Velocity,Groundball,Pitch1,Pitch2,Pitch3,Pitch4,Pitch5,$,team,teamid,xIP,xOBP,xSLG,xWHIP,xSO/BB,xFIP,xWARd,xWARs,xOPS
Yasmani Rosario,ML,CH2,P,100,24,24.0,91.0,79.0,78.0,55.0,65.0,55.0,67.0,78.0,75.0,54.0,58.0,0.0,$343K  343000,Chicago Slammers,2789,141.60906666666685,0.3294198333333334,0.42686666666666684,1.3875833333333332,2.142380000000001,4.369547390712415,0.6014001538729342,0.6975408303038084,0.7562865000000003
Albert Arnold,RL,CIN,P,100,19,34.0,89.0,30.0,46.0,22.0,23.0,65.0,60.0,65.0,47.0,34.0,0.0,0.0,$8K  7650,Cincinnati Rivermen,2805,66.95998333333335,0.3959580000000001,0.6008200000000005,1.9362250000000003,1.7021833333333334,5.703190151816944,-0.41360021272259123,-0.9498386897273126,0.9967780000000006
Albert Cantu,AA,CIN,P,100,21,68.0,91.0,37.0,20.0,84.0,78.0,44.0,64.0,70.0,63.0,36.0,0.0,0.0,$38K  37500,Cincinnati Rivermen,2805,95.37675000000003,0.38591999999999993,0.41251500000000013,1.7858999999999992,0.7574999999999998,5.989404574630371,-0.33676370713209425,0.08446581204702654,0.798435
Albert Gil,AA,CIN,P,100,21,26.0,93.0,45.0,68.0,45.0,60.0,45.0,49.0,67.0,61.0,39.0,21.0,32.0,$38K  37500,Cincinnati Rivermen,2805,74.53566666666667,0.3436200000000001,0.4518266666666666,1.4766799999999998,2.22739,4.65670964904411,0.0890122782347166,0.029384167544476106,0.7954466666666666
Angel Izturis,RL,CIN,P,100,22,36.0,67.0,22.0,50.0,23.0,28.0,79.0,43.0,60.0,51.0,40.0,39.0,22.0,$38K  37500,Cincinnati Rivermen,2805,64.58499999999997,0.3751958333333334,0.5507266666666669,1.8367999999999998,1.9987833333333322,5.454720663157008,-0.48290317287762896,-1.0154383776381204,0.9259225000000003
Arodys Estrada,AA,CIN,P,100,23,30.0,80.0,65.0,30.0,21.0,28.0,74.0,50.0,66.0,55.0,37.0,25.0,0.0,$38K  37500,Cincinnati Rivermen,2805,108.75075000000008,0.42314000000000024,0.5332708333333334,2.0093500000000004,0.8122999999999996,6.565881720390945,-1.1814761942692484,-2.487139613771951,0.9564108333333337
Bernie Villarreal,ML,CIN,P,100,25,83.0,99.0,41.0,92.0,73.0,65.0,28.0,80.0,81.0,74.0,46.0,0.0,0.0,$378K  378000,Cincinnati Rivermen,2805,84.7336666666667,0.31660166666666667,0.4172383333333333,1.2924749999999998,2.4174416666666674,4.068115997726007,0.25640166983279167,0.8819319242122827,0.73384
Bill McDermott,LoA,CIN,P,100,19,24.0,90.0,46.0,52.0,20.0,16.0,64.0,53.0,54.0,39.0,21.0,12.0,0.0,$27K  26250,Cincinnati Rivermen,2805,111.41100000000013,0.3839066666666667,0.6311300000000003,1.9340499999999992,1.9715628571428574,5.958766857787348,0.05776726593004721,-1.515586485779659,1.015036666666667
Brad Grimm,AA,CIN,P,100,21,42.0,66.0,35.0,30.0,37.0,48.0,39.0,58.0,69.0,63.0,43.0,0.0,0.0,$38K  37500,Cincinnati Rivermen,2805,75.02141666666665,0.42125000000000024,0.48346333333333347,2.0319666666666674,0.7585000000000002,6.614256569784037,-0.8380883483614734,-1.3570995535427672,0.9047133333333337
Carlos Aramboles,AAA,CIN,P,100,25,82.0,93.0,25.0,50.0,75.0,70.0,83.0,44.0,85.0,73.0,47.0,0.0,0.0,$57K  57000,Cincinnati Rivermen,2805,66.02150000000002,0.34117,0.42506683333333334,1.4717366666666651,1.6867,4.479507293141208,-0.20214034521041765,0.5598800835512497,0.7662368333333334
Cesar Valdes,AA,CIN,P,100,24,30.0,77.0,72.0,48.0,31.0,31.0,52.0,69.0,65.0,51.0,31.0,0.0,0.0,$38K  37500,Cincinnati Rivermen,2805,117.64566666666677,0.3924553333333333,0.5171176666666667,1.9240833333333338,1.7286833333333325,5.8297450783537546,-0.39760885918408556,-2.3991922229156524,0.909573
Chet Cornelius,ML,CIN,P,100,27,34.0,69.0,59.0,76.0,75.0,68.0,21.0,35.0,81.0,80.0,44.0,0.0,0.0,$774K  774000,Cincinnati Rivermen,2805,105.72550000000007,0.3229350000000001,0.42134499999999986,1.348018333333333,2.1804000000000006,4.3701444858539995,0.329667541040136,1.004084806656076,0.7442799999999999
Darren Landoni,HiA,CIN,P,100,20,76.0,91.0,44.0,62.0,37.0,42.0,73.0,23.0,65.0,48.0,0.0,0.0,0.0,$27K  26250,Cincinnati Rivermen,2805,90.00100000000006,0.3833616666666667,0.539314,1.8146666666666662,1.9108714285714288,5.593294832829055,-0.5247273035653909,-1.4168785526734933,0.9226756666666667
Del Bautista,HiA,CIN,P,100,21,29.0,97.0,89.0,75.0,44.0,37.0,34.0,53.0,64.0,54.0,37.0,34.0,0.0,$27K  26250,Cincinnati Rivermen,2805,111.26850000000013,0.35666333333333333,0.48315250000000043,1.619131666666667,2.2998999999999996,4.9902616696086115,0.2858670881929148,-0.6580155825679368,0.8398158333333338
Del Santana,AAA,CIN,P,100,24,17.0,93.0,73.0,76.0,64.0,57.0,39.0,32.0,68.0,53.0,44.0,53.0,31.0,$55K  54500,Cincinnati Rivermen,2805,105.48250000000009,0.32939866666666673,0.4493099999999999,1.4337099999999996,2.194666666666666,4.62578003093083,0.4867344153673796,0.7657002952860593,0.7787086666666666
Dennis Griffin,LoA,CIN,P,100,19,23.0,86.0,55.0,49.0,17.0,23.0,74.0,35.0,57.0,46.0,27.0,18.0,0.0,$27K  26250,Cincinnati Rivermen,2805,89.49450000000007,0.3901433333333334,0.6078800000000002,1.9367399999999986,1.7720999999999998,5.982893711433948,-0.00489110347091665,-1.2363831747652427,0.9980233333333336
Denny Rhodes,AAA,CIN,P,100,24,50.0,84.0,49.0,47.0,56.0,64.0,48.0,70.0,82.0,71.0,58.0,0.0,0.0,$59K  59000,Cincinnati Rivermen,2805,75.18783333333336,0.35711800000000005,0.4557799999999999,1.6104499999999995,1.7101499999999996,5.001230217428957,-0.1886800893145395,-0.06994864518567662,0.8128979999999999
Dock Cordova,ML,CIN,P,100,36,50.0,69.0,21.0,82.0,69.0,78.0,75.0,49.0,84.0,52.0,45.0,0.0,0.0,$1.3M  1255000,Cincinnati Rivermen,2805,57.033,0.31565249999999995,0.3862974285714287,1.29952,2.5517666666666665,3.9744929482528506,0.18035841679893191,0.6382367621853894,0.7019499285714286
Don Nakano,HiA,CIN,P,100,25,38.0,57.0,20.0,38.0,41.0,42.0,49.0,48.0,49.0,51.0,42.0,0.0,0.0,$27K  26250,Cincinnati Rivermen,2805,60.87649999999999,0.4074116666666667,0.4988953333333334,1.9887500000000002,1.2900500000000001,6.011549949393623,-0.17783783313005144,-0.8023315344805774,0.9063070000000002
Eddie Pisciotta,LoA,CIN,P,100,21,87.0,58.0,22.0,63.0,26.0,34.0,38.0,54.0,61.0,54.0,0.0,0.0,0.0,$27K  26250,Cincinnati Rivermen,2805,66.57766666666663,0.3865140000000002,0.5156366666666669,1.8658583333333323,1.4466000000000006,5.990130357616798,-1.0935213953278422,-1.3258211799976414,0.902150666666667
Edgard Parraz,ML,CIN,P,100,33,93.0,97.0,41.0,84.0,64.0,81.0,87.0,85.0,91.0,60.0,0.0,0.0,0.0,$6.5M  6500000,Cincinnati Rivermen,2805,96.5759500000001,0.32166033333333344,0.4283533333333333,1.445406666666666,2.861676666666665,4.180974481156045,0.5539725848281077,-0.784325531991821,0.7500136666666668
Felix Lennon,AAA,CIN,P,100,25,49.0,92.0,51.0,50.0,50.0,60.0,33.0,44.0,73.0,63.0,54.0,0.0,0.0,$55K  54500,Cincinnati Rivermen,2805,78.7206666666667,0.3559633333333334,0.4746622222222224,1.6058000000000003,1.742398333333333,5.230875630901618,-0.2610016732366666,-0.06676418539935941,0.8306255555555557
Fernando Cela,LoA,CIN,P,100,19,34.0,72.0,25.0,66.0,34.0,30.0,36.0,24.0,67.0,40.0,25.0,0.0,0.0,$27K  26250,Cincinnati Rivermen,2805,68.91433333333333,0.3925976666666668,0.5588399999999997,1.9471566666666658,1.7220750000000011,5.955493793806258,-0.6114028728399065,-1.5437111673075952,0.9514376666666664
Fred Sodowsky,AAA,CIN,P,100,23,25.0,54.0,59.0,79.0,53.0,74.0,42.0,81.0,87.0,72.0,48.0,57.0,48.0,$327K  327000,Cincinnati Rivermen,2805,102.07433333333341,0.3277258333333334,0.4228766666666668,1.4210749999999999,2.1511166666666672,4.42815882807535,0.5473654368647953,1.1603924633132734,0.7506025000000002
Guy Gowens,ML,CIN,P,100,35,31.0,95.0,51.0,81.0,61.0,72.0,73.0,81.0,78.0,77.0,57.0,34.0,0.0,$5.0M  5000000,Cincinnati Rivermen,2805,92.35300000000002,0.32024033333333335,0.408135,1.3147000000000002,2.19905,4.3007581864074185,0.5049178264018553,0.7979027670329214,0.7283753333333334
Harry Brown,ML,CIN,P,100,37,69.0,93.0,36.0,86.0,65.0,87.0,70.0,81.0,86.0,66.0,0.0,0.0,0.0,$8.8M  8750000,Cincinnati Rivermen,2805,88.25350000000005,0.31282499999999996,0.36856233333333327,1.3034999999999997,2.781466666666666,3.6971111439377946,0.5920013218629726,0.8030738648481252,0.6813873333333332
Harry Shelby,AAA,CIN,P,100,23,61.0,78.0,32.0,67.0,67.0,68.0,94.0,50.0,88.0,88.0,0.0,0.0,0.0,$57K  57000,Cincinnati Rivermen,2805,82.46123809523807,0.3347900000000002,0.4224604761904761,1.4233783333333334,2.2914351190476183,4.248028944238165,0.0964414821891653,0.39704745524133594,0.7572504761904764
Houston Milton,ML,CIN,P,100,24,24.0,89.0,68.0,91.0,74.0,56.0,33.0,39.0,91.0,76.0,49.0,0.0,0.0,$360K  360000,Cincinnati Rivermen,2805,135.9793333333335,0.3212034285714286,0.43146666666666667,1.31285,2.300963333333333,4.363388447833992,0.8677081768908746,1.7151065851119147,0.7526700952380952
Humberto James,LoA,CIN,P,100,21,55.0,66.0,22.0,69.0,26.0,19.0,38.0,49.0,53.0,49.0,38.0,0.0,0.0,$27K  26250,Cincinnati Rivermen,2805,71.16299999999995,0.3945000000000003,0.6058300000000002,1.9652416666666657,1.9950933333333327,6.267981297876875,-0.3459796700181056,-1.1790634988429671,1.0003300000000004
Jairo Peraza,AA,CIN,P,100,23,50.0,71.0,34.0,55.0,36.0,48.0,48.0,60.0,75.0,56.0,31.0,0.0,0.0,$38K  37500,Cincinnati Rivermen,2805,78.04716666666666,0.37300700000000014,0.4749441666666668,1.7362916666666666,1.8934833333333327,5.15246093436831,-0.3121681446867083,-0.6730758706424964,0.8479511666666669
Jamie Ellis,AAA,CIN,P,100,31,27.0,98.0,81.0,89.0,59.0,50.0,32.0,81.0,83.0,74.0,63.0,54.0,54.0,$80K  80000,Cincinnati Rivermen,2805,159.05066666666684,0.3338408333333332,0.4295216666666667,1.3819566666666665,2.311600000000001,4.285305724008458,1.0634635718043006,1.7321624646366813,0.7633624999999999
Jarek Martin,AAA,CIN,P,100,23,36.0,84.0,49.0,76.0,59.0,65.0,62.0,59.0,82.0,75.0,57.0,57.0,0.0,$57K  57000,Cincinnati Rivermen,2805,75.959,0.33175283333333333,0.4248249999999999,1.43065,2.2335999999999996,4.37810266706494,0.03702277889416189,0.3860975610525278,0.7565778333333333
Jason Buford,ML,CIN,P,100,29,27.0,62.0,68.0,85.0,74.0,53.0,86.0,83.0,89.0,55.0,49.0,60.0,34.0,$360K  360000,Cincinnati Rivermen,2805,117.14850000000015,0.34380333333333324,0.45887000000000006,1.5154666666666659,2.407213095238095,4.343721121339606,0.6152916821546096,0.4579435002196224,0.8026733333333333
Jeimer Alberto,LoA,CIN,P,100,20,64.0,92.0,44.0,66.0,26.0,22.0,73.0,14.0,60.0,40.0,0.0,0.0,0.0,$27K  26250,Cincinnati Rivermen,2805,94.91300000000005,0.3954716666666668,0.6028600000000001,1.9692333333333325,1.9766666666666655,6.179367057187314,-0.7443634186040964,-1.545335014167411,0.9983316666666668
Jhonatan Owen,ML,CIN,P,100,34,34.0,47.0,55.0,88.0,67.0,69.0,36.0,85.0,89.0,70.0,58.0,51.0,31.0,$5.0M  5000000,Cincinnati Rivermen,2805,104.58916666666673,0.3184716666666668,0.4058470238095237,1.3337766666666666,2.1976499999999994,4.060873976146322,0.7194432526938839,1.0752409962473874,0.7243186904761905
Jim Gleason,AAA,CIN,P,100,24,36.0,88.0,42.0,81.0,44.0,57.0,71.0,36.0,73.0,59.0,52.0,52.0,47.0,$57K  57000,Cincinnati Rivermen,2805,74.8575,0.3412235000000002,0.4469783333333334,1.4925666666666664,2.227216666666668,4.544695197610721,0.15077949670802096,0.4093785912866895,0.7882018333333336
Jin-Chi Dong,AAA,CIN,P,100,29,25.0,97.0,81.0,67.0,66.0,52.0,36.0,44.0,75.0,77.0,66.0,66.0,57.0,$64K  64000,Cincinnati Rivermen,2805,158.62683333333348,0.3290383333333333,0.4323622222222221,1.4357333333333333,2.0348800000000007,4.5632234383421215,0.5446795032841847,0.9494752634587154,0.7614005555555554
Joaquin Estrada,AAA,CIN,P,100,23,28.0,86.0,77.0,33.0,70.0,59.0,40.0,74.0,73.0,59.0,48.0,50.0,39.0,$55K  54500,Cincinnati Rivermen,2805,114.17950000000008,0.391421,0.4470466666666665,1.8738999999999997,0.8902999999999998,6.241567511888871,-0.9225584858531374,-0.2733619687228646,0.8384676666666665
Joe Nick,HiA,CIN,P,100,20,32.0,66.0,73.0,62.0,24.0,25.0,34.0,52.0,62.0,48.0,31.0,22.0,0.0,$27K  26250,Cincinnati Rivermen,2805,110.4136666666668,0.3875116666666667,0.5934880000000002,1.8987949999999991,1.5780833333333333,5.812624335484793,-0.5381969295407057,-3.037429520380493,0.9809996666666669
Jonathan Harrell,HiA,CIN,P,100,25,31.0,79.0,69.0,44.0,22.0,31.0,79.0,33.0,62.0,42.0,30.0,0.0,0.0,$38K  37500,Cincinnati Rivermen,2805,109.39033333333347,0.3913133333333334,0.5721600000000001,1.965775,1.6681000000000006,5.951028145381352,-0.2694831399239016,-3.5096942175161416,0.9634733333333335
Julian Sardinha,HiA,CIN,P,100,22,37.0,85.0,29.0,42.0,33.0,22.0,40.0,39.0,67.0,58.0,46.0,0.0,0.0,$27K  26250,Cincinnati Rivermen,2805,67.80859999999998,0.39770333333333324,0.5324000000000002,1.891028333333334,1.2576000000000007,5.886591003141035,-0.6003271992562438,-1.262788488250045,0.9301033333333335
Julio Sosa,ML,CIN,P,100,25,80.0,81.0,23.0,65.0,73.0,71.0,90.0,78.0,84.0,62.0,0.0,0.0,0.0,$378K  378000,Cincinnati Rivermen,2805,68.30813333333336,0.32120233333333315,0.40800000000000003,1.3489833333333332,2.3258166666666686,4.161577344983043,0.16129514012806037,1.056571448563097,0.7292023333333332
King Klesko,AA,CIN,P,100,21,29.0,71.0,75.0,71.0,37.0,45.0,22.0,27.0,74.0,56.0,40.0,0.0,0.0,$38K  37500,Cincinnati Rivermen,2805,105.4238333333334,0.36644000000000004,0.48009300000000016,1.7015999999999993,2.369558333333334,5.147058034579605,0.3086064943168771,-0.15978203657535486,0.8465330000000002
Lonny Beltre,HiA,CIN,P,100,21,27.0,94.0,90.0,72.0,26.0,24.0,80.0,44.0,70.0,54.0,44.0,38.0,0.0,$27K  26250,Cincinnati Rivermen,2805,128.96683333333348,0.37466000000000016,0.5362675000000003,1.7864416666666671,1.8729678571428574,5.430337484170056,0.33997425351275046,-2.7895100429987116,0.9109275000000006
Malcolm Cox,ML,CIN,P,100,25,88.0,75.0,10.0,94.0,67.0,74.0,85.0,62.0,79.0,75.0,0.0,0.0,0.0,$378K  378000,Cincinnati Rivermen,2805,51.63799999999996,0.3105233333333334,0.3917916666666666,1.2524499999999996,3.4678999999999984,3.899967135815116,0.23992353637104555,0.4805931656496534,0.702315
Matthew Fyhrie,AAA,CIN,P,100,22,18.0,99.0,89.0,61.0,54.0,77.0,31.0,89.0,85.0,68.0,53.0,40.0,0.0,$55K  54500,Cincinnati Rivermen,2805,147.9780000000002,0.3302691666666668,0.42530666666666667,1.3676166666666658,1.7344488095238093,4.572592023006668,0.8055542996714808,1.2443943273798095,0.7555758333333334
Miguel Seanez,RL,CIN,P,100,19,37.0,79.0,27.0,56.0,26.0,32.0,34.0,43.0,58.0,44.0,0.0,0.0,0.0,$8K  7650,Cincinnati Rivermen,2805,67.97182142857142,0.3944006666666668,0.5674800000000001,1.9003199999999998,2.0010749999999997,5.845738703584206,-0.5558850851343731,-1.31136885527616,0.9618806666666668
Onelki Domingo,ML,CIN,P,100,29,26.0,91.0,90.0,88.0,72.0,91.0,84.0,90.0,82.0,76.0,48.0,54.0,0.0,$9.4M  9375000,Cincinnati Rivermen,2805,219.63100000000009,0.29016166666666665,0.35639333333333334,1.1332152380952378,3.313699999999999,3.333289014500382,2.686613794218691,4.982740436467591,0.646555
Pascual Megias,ML,CIN,P,100,34,24.0,87.0,70.0,84.0,88.0,89.0,92.0,60.0,85.0,74.0,55.0,45.0,37.0,$7.8M  7750000,Cincinnati Rivermen,2805,188.75936666666678,0.28092233333333344,0.3388541666666668,1.1238366666666662,3.005048333333334,3.315538630820305,2.7544076628165937,5.115995699323111,0.6197765000000002
Pedro Carrasquel,LoA,CIN,P,100,20,23.0,37.0,74.0,54.0,21.0,17.0,27.0,52.0,54.0,52.0,39.0,29.0,0.0,$27K  26250,Cincinnati Rivermen,2805,114.49816666666676,0.39149500000000004,0.5694773333333336,1.9312183333333317,1.8481499999999997,5.710996204690463,0.19649741067093957,-2.4556357655226764,0.9609723333333337
Pedro Villarreal,AA,CIN,P,100,22,53.0,61.0,31.0,68.0,28.0,27.0,38.0,69.0,67.0,49.0,0.0,0.0,0.0,$38K  37500,Cincinnati Rivermen,2805,81.09533333333329,0.3908793333333333,0.5658400000000001,1.9343999999999986,1.8746000000000007,5.8909834224340445,-0.8009912175453623,-1.478126139412954,0.9567193333333335
Robert Morin,AA,CIN,P,100,24,24.0,91.0,63.0,63.0,19.0,28.0,77.0,63.0,53.0,57.0,25.0,26.0,0.0,$38K  37500,Cincinnati Rivermen,2805,118.1696666666668,0.40812666666666686,0.5611900000000002,2.0377216666666644,1.8565916666666658,5.858155708198458,0.419540448033629,-3.230772816440748,0.969316666666667
Roberto Carrera,HiA,CIN,P,100,21,30.0,52.0,90.0,71.0,26.0,27.0,40.0,37.0,62.0,55.0,31.0,35.0,32.0,$27K  26250,Cincinnati Rivermen,2805,112.73500000000007,0.37054399999999993,0.5367400000000002,1.8003466666666663,2.3654000000000006,5.707134638912456,0.11905290579603069,-2.1261076467120366,0.9072840000000002
Rougned Arencibia,HiA,CIN,P,100,22,25.0,80.0,68.0,49.0,36.0,26.0,87.0,61.0,62.0,52.0,37.0,24.0,0.0,$27K  26250,Cincinnati Rivermen,2805,115.97833333333342,0.3799183333333334,0.5377466666666668,1.8779333333333335,1.7926499999999987,5.5203451113636035,-0.19152862035224788,-1.1190063147391456,0.9176650000000002
Sammy Moreno,AA,CIN,P,100,23,21.0,75.0,73.0,79.0,73.0,61.0,87.0,66.0,68.0,68.0,46.0,44.0,0.0,$38K  37500,Cincinnati Rivermen,2805,132.67550000000014,0.33665,0.4322419999999999,1.4640199999999992,2.192966666666667,4.3497258939136625,0.7360309627409016,0.7541578390127412,0.7688919999999999
Sparky Henry,LoA,CIN,P,100,20,32.0,63.0,71.0,20.0,22.0,22.0,69.0,47.0,53.0,40.0,23.0,0.0,0.0,$27K  26250,Cincinnati Rivermen,2805,109.30250000000015,0.43465500000000035,0.6259800000000003,2.0650750000000015,0.7799999999999997,6.593835761353829,-1.4695985837519743,-3.435835027981897,1.0606350000000007
Stretch Harrison,AA,CIN,P,100,22,33.0,97.0,56.0,68.0,25.0,30.0,45.0,60.0,69.0,52.0,36.0,32.0,0.0,$38K  37500,Cincinnati Rivermen,2805,83.24500000000002,0.37766933333333347,0.5233483333333332,1.8410833333333332,2.1366333333333345,5.450361771309544,0.019652453003175453,-0.7390806310449899,0.9010176666666667
Trent Epps,LoA,CIN,P,100,19,70.0,91.0,29.0,44.0,25.0,29.0,76.0,71.0,70.0,44.0,0.0,0.0,0.0,$27K  26250,Cincinnati Rivermen,2805,74.46896666666662,0.3910699999999999,0.5669499999999996,1.995033333333334,1.5803928571428563,5.951500415576041,-0.5482877524946664,-0.839488672979564,0.9580199999999995
Tyrell Robertson,LoA,CIN,P,100,21,24.0,77.0,59.0,31.0,15.0,18.0,22.0,35.0,48.0,43.0,28.0,18.0,13.0,$27K  26250,Cincinnati Rivermen,2805,103.0548333333334,0.42731000000000013,0.6120466666666672,2.099236666666666,0.7965999999999996,6.984146886832113,-0.31251107805789685,-1.7440097803111976,1.0393566666666674
William Guerrero,HiA,CIN,P,100,20,78.0,91.0,31.0,56.0,29.0,31.0,27.0,86.0,72.0,49.0,0.0,0.0,0.0,$27K  26250,Cincinnati Rivermen,2805,77.68750000000003,0.3850900000000001,0.54928,1.935153333333333,1.9394133333333334,5.543693838018537,-0.39177014926455,-0.8892779478392453,0.9343700000000001
Willie Cabrera,AAA,CIN,P,100,25,23.0,64.0,98.0,44.0,29.0,37.0,38.0,51.0,63.0,39.0,52.0,21.0,0.0,$55K  54500,Cincinnati Rivermen,2805,102.63183333333343,0.40325333333333335,0.5375083333333334,1.9930066666666664,1.2641,5.965366193353276,-0.682513188791594,-2.9541143709982065,0.9407616666666667
Yoenis Costilla,AA,CIN,P,100,24,23.0,89.0,72.0,73.0,29.0,39.0,82.0,62.0,69.0,56.0,43.0,33.0,0.0,$38K  37500,Cincinnati Rivermen,2805,94.63512500000007,0.36626480952380935,0.4667075,1.7059580952380957,1.8136566666666665,4.932337029422539,0.23318521902895875,-2.66037072883758,0.8329723095238093
Yoenis Guerrero,AA,CIN,P,100,24,21.0,58.0,95.0,36.0,24.0,30.0,80.0,46.0,66.0,60.0,35.0,24.0,0.0,$38K  37500,Cincinnati Rivermen,2805,115.55950000000011,0.4065533333333336,0.5392300000000002,1.993025,1.3200999999999996,5.960681098867797,-0.8939780824079382,-2.851733876889599,0.9457833333333339
Yonder Casilla,LoA,CIN,P,100,23,23.0,70.0,73.0,36.0,16.0,16.0,76.0,43.0,49.0,48.0,27.0,32.0,0.0,$27K  26250,Cincinnati Rivermen,2805,100.8620000000001,0.4119316666666669,0.5981400000000003,2.0111016666666672,1.3002799999999994,6.465391766076442,-1.1560886923004228,-3.0600960642590787,1.0100716666666671
Adam Tipton,RL,COL,P,100,20,81.0,76.0,23.0,51.0,24.0,20.0,18.0,35.0,67.0,36.0,0.0,0.0,0.0,$8K  7650,Colorado Rutting Jackalopes,2816,84.18800000000003,0.38323000000000024,0.5950700000000004,1.8764666666666658,1.9477333333333333,5.95443819622,-0.9661792786995801,-0.9766735280731023,0.9783000000000006
Alan Erving,HiA,COL,P,100,25,30.0,95.0,88.0,26.0,35.0,26.0,33.0,29.0,60.0,49.0,45.0,49.0,0.0,$27K  26250,Colorado Rutting Jackalopes,2816,111.53500000000005,0.42366799999999993,0.5784900000000004,2.0160500000000003,0.8026999999999999,7.118332246039329,-1.275572938222849,-1.5989791109183908,1.0021580000000003
Allan Cone,LoA,COL,P,100,23,28.0,66.0,74.0,66.0,28.0,20.0,81.0,40.0,72.0,48.0,34.0,26.0,0.0,$27K  26250,Colorado Rutting Jackalopes,2816,108.5662500000001,0.3923111904761905,0.581516,1.886874999999999,1.9873791666666667,5.583634591700897,-0.4913543675011853,-2.927405306512378,0.9738271904761906
Andrew Scutaro,AA,COL,P,100,23,24.0,88.0,74.0,69.0,37.0,33.0,73.0,65.0,65.0,56.0,28.0,26.0,0.0,$38K  37500,Colorado Rutting Jackalopes,2816,111.95266666666677,0.37268500000000004,0.4916250000000001,1.7769366666666664,1.7566150000000003,4.927757477981917,0.6678439772539191,-0.5781570779204707,0.8643100000000001
Andy Tracy,HiA,COL,P,100,22,28.0,59.0,75.0,62.0,24.0,23.0,34.0,57.0,64.0,49.0,25.0,25.0,0.0,$27K  26250,Colorado Rutting Jackalopes,2816,102.60820000000011,0.38988383333333343,0.5876200000000003,1.8750649999999986,1.7412750000000008,5.74429359297588,-0.3234278352389999,-2.9145185291280784,0.9775038333333337
Arismendy Martis,ML,COL,P,100,33,15.0,99.0,78.0,89.0,66.0,54.0,51.0,51.0,97.0,71.0,54.0,54.0,0.0,$2.2M  2160000,Colorado Rutting Jackalopes,2816,118.6590000000001,0.33711083333333325,0.43600666666666654,1.4409500000000008,2.4422833333333345,4.299022931724653,0.90831089257255,1.147867008757797,0.7731174999999998
Art Andrews,AA,COL,P,100,21,25.0,64.0,79.0,64.0,25.0,28.0,72.0,20.0,72.0,58.0,41.0,27.0,0.0,$38K  37500,Colorado Rutting Jackalopes,2816,103.24721428571439,0.3841869999999999,0.529055,1.8469166666666654,1.9469549999999998,5.662597847036364,0.13030527321518554,-2.428871103784505,0.9132419999999999
Bernie Ciriaco,AA,COL,P,100,21,51.0,72.0,23.0,84.0,45.0,65.0,80.0,38.0,87.0,81.0,27.0,0.0,0.0,$38K  37500,Colorado Rutting Jackalopes,2816,61.282999999999966,0.33128833333333335,0.41773666666666676,1.4333616666666666,2.825816666666667,4.49799847341016,0.127029077621042,0.2566232561285461,0.749025
Blake Leroux,AA,COL,P,100,25,80.0,17.0,42.0,76.0,43.0,38.0,40.0,76.0,65.0,45.0,0.0,0.0,0.0,$38K  37500,Colorado Rutting Jackalopes,2816,85.96633333333334,0.36981300000000017,0.5376025,1.775866666666667,2.2061333333333324,5.645503870085919,-0.8307639951334228,-1.2332074191009987,0.9074155000000002
Boots Andrews,HiA,COL,P,100,21,34.0,54.0,78.0,67.0,40.0,33.0,35.0,31.0,67.0,50.0,33.0,26.0,0.0,$27K  26250,Colorado Rutting Jackalopes,2816,112.02000000000011,0.3764050000000001,0.5163406666666667,1.6976649999999989,1.908400000000001,5.722136548400973,-0.5647819449858612,-0.42328181122368236,0.8927456666666668
Brian Stokes,AA,COL,P,100,25,32.0,65.0,75.0,49.0,42.0,42.0,40.0,72.0,72.0,50.0,28.0,26.0,0.0,$38K  37500,Colorado Rutting Jackalopes,2816,113.36383333333345,0.37714333333333344,0.5040901666666665,1.7245166666666665,1.825072222222222,5.3335047457472875,-0.5169467117711282,-0.6841090544517944,0.8812335
Buddy Hendricksen,HiA,COL,P,100,24,29.0,79.0,71.0,73.0,23.0,35.0,79.0,71.0,71.0,58.0,37.0,17.0,0.0,$27K  26250,Colorado Rutting Jackalopes,2816,114.80000000000014,0.37181000000000003,0.4959750000000003,1.7961066666666665,1.8747333333333343,5.027708236190497,0.11023741728598929,-2.046921191312707,0.8677850000000003
Carl Guerrero,RL,COL,P,100,23,28.0,81.0,70.0,71.0,31.0,40.0,19.0,43.0,57.0,52.0,50.0,26.0,0.0,$8K  7650,Colorado Rutting Jackalopes,2816,121.12325000000011,0.37442000000000014,0.48048666666666684,1.7543349999999993,2.2539249999999997,5.797095010739242,0.21630062937690792,-0.848098831526435,0.8549066666666669
Casey Robinson,LoA,COL,P,100,22,26.0,62.0,70.0,41.0,50.0,45.0,61.0,69.0,71.0,60.0,32.0,44.0,32.0,$27K  26250,Colorado Rutting Jackalopes,2816,97.59183333333341,0.37543000000000004,0.4729399999999998,1.7251249999999998,1.4202,5.7730170711884545,-0.5452237335835238,0.03904801541827883,0.8483699999999998
Charles Kramer,AAA,COL,P,100,26,86.0,85.0,36.0,79.0,45.0,44.0,93.0,57.0,78.0,53.0,0.0,0.0,0.0,$55K  54500,Colorado Rutting Jackalopes,2816,77.00400000000003,0.34723583333333324,0.45170344444444416,1.5371864285714292,2.3052000000000006,4.702058771789182,-0.07832668454335914,-0.34628090674149903,0.7989392777777774
