Rank,Player,Pos,Bats,Throws,Age,Contact,Power,LH,RH,BattingEye,BaseRunning,Bunt,Push/Pull,OVR,Range,Glove,ArmStrength,ArmAccuracy,PitchCalling,Durability,Health,Speed,Patience,Temper,Makeup,xAVG,xOBP,xSLG,xPA,xInn,xFld%,xOPS+,xwRC+,xBtR,xBsR,xFRAA,xFR,xcFR,xOPS,pcR,RLR,pos_adj,xWAR
84,"Ellenwood, Willis",SS,R,R,20,25,28,38,57,42,66,75,49,64,83,91,77,78,0,98,63,68,38,65,72,0.24093916666666668,0.28721399999999997,0.3293560000000001,483.52,1071.4608755223453,0.9734853619984681,62.98994464323664,55.773299274934786,-38.05695886237232,0.2218718955045009,2.70152381463877,5.4277640293379275,-0.018254421544225526,0.6165700000000001,0.0,16.11733333333333,5.51163001811906,-1.0863479676992949
71,"Espinoza, Matty",2B,R,R,18,42,78,46,51,54,56,34,38,63,68,66,65,56,0,72,86,43,46,80,75,0.24983166666666665,0.31720783333333324,0.44672366666666674,481.585,940.2916941940784,0.9571169656149608,95.88876784985793,84.78860011775603,-5.154064148621553,-4.9453738181607285,0.9462014877246979,2.00727646975424,-0.01811695451727327,0.7639315,0.0,16.052833333333332,1.6122971436798328,0.9648569722695511
302,"Estrada, Leonel",LF,R,R,20,63,0,30,31,13,53,87,46,48,91,61,42,71,0,75,56,68,80,0,72,0.2448901666666667,0.2684566666666667,0.267155,514.73,766.0551929343492,0.9578572849510679,58.159552506216166,52.235082413467474,-43.9571185656135,-0.9587742753758767,1.630697558402515,5.308889755392879,0.7248898654466909,0.5356116666666666,0.0,17.157666666666668,-3.9406131323783393,-2.6598359271462897
428,"Evans, Cameron",DH,L,L,22,76,100,66,76,77,0,33,50,80,27,52,42,19,18,92,92,67,65,29,89,0.2932943333333332,0.3844883333333333,0.5945934999999998,607.7800000000001,1248.4904425404966,0.7443494151694845,146.15342777123945,136.56513481017984,33.181508506279854,-1.5303524180950092,0.6045566596164375,5.350870261651691,-0.22622818942888684,0.9790818333333331,0.0,20.259333333333338,-17.12606917065153,4.045225150737663
43,"Evans, Shelley",2B,R,R,19,100,3,62,62,44,78,100,58,69,96,87,46,67,15,68,78,100,98,14,66,0.2668720000000001,0.33358233333333315,0.30316,480.61650000000003,904.6606761179864,0.9732052188176976,68.99910461801394,81.50593462726775,-27.215450370514162,12.981432940925465,7.569824441225254,12.410480990613307,0.017135055133959007,0.6367423333333331,0.0,16.02055,1.5512014336728164,1.5872583594705558
2,"Everett, D.J.",SS,R,R,18,59,98,76,71,61,69,78,85,84,94,83,92,80,11,72,71,84,68,85,99,0.2537896666666667,0.31853000000000004,0.5333300000000001,502.825,1017.7868982963264,0.9790968517802419,116.7151880701745,113.16684824629473,8.240058995404087,2.9970471221107617,5.952067295263155,10.107757430875603,0.0001003644502625084,0.8518600000000001,0.0,16.760833333333334,5.2355293122239015,4.368350546980162
163,"Falu, Aroldis",SS,R,R,21,49,30,34,22,30,80,88,66,56,82,82,76,88,0,81,45,45,66,61,84,0.238125,0.2776710000000001,0.35899000000000003,486.1,841.9392835982144,0.9706303633931338,52.17239631456312,52.2521874219429,-41.21026831519813,-7.197618888815215,0.1363884935608802,1.2347195669468578,-0.0292777938614406,0.6366610000000001,0.0,16.203333333333333,4.3309633929949305,-2.684924644104952
442,"Farr, Mickey",DH,R,R,20,31,47,22,39,51,53,77,57,55,60,60,30,77,9,72,95,65,71,10,87,0.23993416666666667,0.30906166666666673,0.3784683333333334,488.9983333333333,848.5421256553382,0.44607673584454943,77.10185075308377,65.53704562495534,-24.625836079401747,-1.4266215635965693,1.979308834835212,4.365692238523943,-0.014909398680382636,0.6875300000000002,0.0,16.299944444444442,-11.639809679771442,-1.7161095289683326
362,"Fassero, Chick",1B,R,R,22,27,12,8,28,39,65,58,42,44,57,36,43,45,0,81,90,80,41,15,46,0.210605,0.2840600000000001,0.281368,520.1,830.8162972927094,0.8953150380473551,61.28354183557036,47.415959320124955,-53.40719402190443,4.362308752699665,-1.5870945491909663,-0.41019986238134293,-0.07319252991510479,0.565428,0.0,17.336666666666666,-7.122910642084271,-3.955123020786751
390,"Fassero, Wade",1B,R,R,19,40,0,17,10,17,57,83,19,41,65,51,45,37,0,94,77,60,65,53,61,0.23010000000000005,0.2602333333333331,0.22699000000000008,530.0716666666666,902.8610876388848,0.854036944286872,15.259125464654723,28.40405578436681,-109.7812397810786,-2.052716713811122,-3.6658212707874163,-12.681310528530865,0.008536402734978838,0.4872233333333332,0.0,17.669055555555552,-7.7405785977270645,-11.549171793612738
90,"Felix, Kendrys",1B,R,R,19,54,35,33,17,56,54,71,6,63,67,71,54,35,0,95,100,80,55,45,72,0.25106200000000006,0.34746761904761925,0.3576500000000001,589.4466666666667,1080.3381755389273,0.7757011273955046,61.77681665243095,59.020601374079696,-65.76045164901264,1.311697085749239,-0.23456267312820614,0.5270930252011008,-0.028750737307451382,0.7051176190476194,0.0,19.648222222222223,-9.262158569435247,-5.39583853162211
23,"Fick, Benjamin",SS,R,R,22,79,42,74,67,29,63,57,51,74,92,77,73,86,1,82,79,79,98,81,78,0.25847000000000003,0.3069108333333333,0.3756466666666667,555.3671666666667,1006.5829208530486,0.9600416151931414,87.40029652770956,92.40360543219374,-20.641306005748177,2.2289373725205928,2.5575142734850034,6.478069668579353,0.014535009612543484,0.6825574999999999,0.0,18.512238888888888,5.177895683400456,1.184867513370425
9,"Fister, Glen",2B,L,R,20,79,18,59,57,80,48,59,29,80,76,89,86,62,0,98,94,87,68,79,97,0.2567891666666667,0.34138733333333343,0.31025571428571425,586.986,1195.9690338149667,0.9679641585773662,69.19249417302287,69.24416397534542,-25.686974914627307,2.673688820062539,2.3057992409167785,3.5241478464888645,0.062056429937280035,0.6516430476190477,0.0,19.566200000000002,2.050701361136774,0.21445667266519639
204,"Forster, Dallas",LF,R,R,22,43,24,25,25,40,95,67,62,54,58,45,43,41,16,80,100,86,68,0,41,0.23267516666666668,0.29476,0.3595875000000001,510.19333333333327,873.5054109599441,0.8586252166977997,50.03779321342383,49.24885829908866,-79.02844336028572,9.378043617957195,-1.3915984847675154,-0.8392220668506649,-0.028693227668151494,0.6543475000000001,0.0,17.00644444444444,-4.493340591357738,-5.843437672764047
93,"Foster, Allan",1B,L,L,18,77,31,46,35,25,66,100,47,61,87,59,38,52,4,78,91,80,100,0,59,0.22974600000000003,0.28901000000000004,0.34991166666666673,480.6333333333334,907.4025879316032,0.9522028940799708,57.90238515966836,65.0182658230887,-38.693552071287264,5.169741309774861,2.288484866521473,1.9255094687620091,-0.005418460079559023,0.6389216666666668,0.0,16.02111111111111,-7.779514642760659,-2.3541160058265613
164,"Fox, Phillip",1B,S,L,20,44,7,47,78,53,43,42,48,56,45,39,70,45,13,86,65,59,75,17,94,0.27052599999999993,0.33417833333333324,0.27552000000000004,488.0773333333334,954.7026773020625,0.9499848812616789,59.94407436810664,64.18972758941013,-32.52488426901496,-3.091438210694567,-0.2746479181491199,0.5704593309391528,0.0561673282207546,0.6096983333333332,0.0,16.269244444444446,-8.185036670971044,-2.7174580035904956
370,"Fox, Terrell",C,S,R,19,48,0,60,68,46,15,32,8,43,9,26,81,62,60,60,43,47,32,31,52,0.26624999999999993,0.3366941666666667,0.25371083333333333,426.73,681.7170998379588,0.9676346532910616,50.297002674403444,55.74649762092668,-33.28034978618198,-5.844755573021531,-0.7349703877581243,1.8420095791159676,-0.39393368913060156,0.5904050000000001,0.16812216201769878,14.224333333333334,3.5067752049277714,-1.953694555042297
381,"Garcia, Maximo",LF,R,R,18,19,21,37,7,35,51,72,14,40,53,46,46,46,0,77,31,70,46,62,71,0.2068366666666667,0.26463500000000006,0.3124699999999999,538.16,737.390043688938,0.8594404234090244,13.975295006696,26.424677856276254,-106.39139000533024,-0.5922468984716466,-1.6281783523122808,3.1020852947153825,-0.021280829516091067,0.577105,0.0,17.938666666666666,-3.7931586609513275,-9.044471732397872
161,"German, Jumbo",LF,S,R,22,50,8,52,41,17,79,80,76,56,58,65,46,44,17,89,68,89,74,20,74,0.2622758333333335,0.28869866666666677,0.2944308333333334,468.555,956.2125950753689,0.9617373416860842,61.66844326187664,59.52029290868241,-46.58200891778215,7.198982955556358,-0.040345541501017906,1.798213610838632,0.016521869117713164,0.5831295000000002,0.0,15.6185,-4.918789069317741,-2.7097421510689417
446,"Glavine, Rudy",DH,R,R,18,56,35,61,54,31,61,15,49,49,7,13,53,64,28,70,78,46,74,88,40,0.252655,0.30297499999999994,0.3401250000000001,493.07833333333326,770.1501155793667,0.46183429723703606,67.53067568380162,64.30733902987573,-21.723449442589654,-5.055996387725014,-0.4057790341354075,-3.930838198964068,-1.2023678458192517,0.6431,0.0,16.43594444444444,-10.56447346473754,-2.5034972957591832
249,"Gomez, Ali",CF,S,L,18,0,24,31,9,36,72,76,39,49,87,87,62,56,20,82,47,90,47,100,37,0.19989,0.26221,0.3628599999999998,505.5675,844.435470264405,0.9796356050295506,19.09538097088444,41.467321247335924,-80.57890637471762,4.761822683399948,0.139168298532794,-8.3178071541755,-0.037862743356802946,0.6250699999999998,0.0,16.852249999999998,1.447934619794933,-6.635462357810889
414,"Gordon, Deunte",1B,R,R,21,15,35,5,14,30,45,2,37,36,55,51,35,38,4,74,100,26,88,28,32,0.20512999999999998,0.27019666666666675,0.33115749999999994,524.995,800.3054741043597,0.8415190366364466,25.869715807203406,28.37719850229347,-102.63328255436525,-4.905342898523684,-3.3682751735365923,0.32197519578666484,-0.10877366732073064,0.6013541666666666,0.0,17.499833333333335,-6.861329510496912,-9.734085438989474
57,"Gose, B.J.",1B,S,L,19,94,30,28,38,46,75,72,34,67,76,93,35,71,4,75,92,92,87,76,56,0.26794333333333326,0.32959749999999993,0.35506249999999995,499.38683333333336,970.5255474634469,0.9043289335153522,68.22330379850317,67.33566114590953,-35.21086739915374,8.456278988446668,2.422405953171964,3.4556525469767783,-0.010660550699726962,0.6846599999999998,0.0,16.646227777777778,-8.320692279350538,-1.5091650010829294
150,"Gosewisch, Rich",2B,R,R,21,16,64,28,23,47,33,44,32,57,67,76,81,54,2,96,78,38,79,59,67,0.21892666666666663,0.30618142857142855,0.4478003333333332,496.0450000000001,1054.783562157303,0.962324302689504,75.78444606760635,82.21342668193387,-18.284620849832685,-2.820919495633616,-0.8656338150963702,-0.801754460545738,-0.03431213741080844,0.7539817619047617,0.0,16.534833333333335,1.8086137897073098,-0.3591992507456115
50,"Grabow, Dick",3B,R,R,18,66,42,49,58,76,55,21,28,66,60,74,69,69,0,73,94,53,93,80,55,0.25557666666666684,0.3289183333333333,0.35993999999999987,525.4916666666667,971.6226087026298,0.9634886896499905,83.79752142055251,67.8944875889907,-15.281584922407147,-4.256140307447155,1.1395954701410547,2.673365794014879,0.007717337390089594,0.6888583333333331,0.0,17.51638888888889,1.6660195622473075,0.23363553764227638
334,"Graterol, Brandon",2B,L,R,20,20,7,15,37,34,40,75,55,46,65,64,74,65,21,81,81,36,54,0,91,0.23405666666666666,0.2877625,0.24626000000000015,482.72,848.121202154085,0.9672431715296071,45.10830557971755,46.102792634341775,-51.93095264117437,-2.87913031415559,-1.551774782281109,1.7116169051745829,0.022989243474718115,0.5340225000000001,0.0,16.090666666666667,1.454254461855427,-3.5834322432526977
401,"Greenberg, Greg",LF,S,R,18,4,0,1,4,43,69,59,68,37,54,59,40,46,1,71,100,80,34,51,68,0.17634999999999998,0.2784220000000001,0.21371500000000002,533.008,748.4080901313573,0.9576268088451805,5.127631415547243,18.85045831571656,-115.65214536281168,4.798525655647935,-8.138649985960758,-11.797409720441133,-0.02440941272162542,0.49213700000000016,0.0,17.766933333333334,-3.849835854585172,-10.959263796058007
24,"Griggs, Zachrey",LF,R,R,20,45,69,70,51,65,58,43,40,74,48,73,72,54,0,99,65,58,61,25,89,0.2502850000000001,0.3173880000000001,0.4365566666666668,553.4325,1157.4782595410943,0.9567537682461753,94.55919981818214,87.4293238618953,-11.162222781797489,-3.019034102597442,-0.851116516510145,-0.38311439576417683,0.011347874857249906,0.7539446666666669,0.0,18.44775,-5.954106273359539,-0.20870807393823176
266,"Grube, Vic",SS,R,R,22,40,1,11,5,43,86,100,41,50,87,86,79,84,17,75,78,42,76,45,55,0.213654,0.27715999999999996,0.2130100000000001,488.29833333333335,773.0533265285194,0.9756309862758442,21.092787515204485,33.022510900449504,-77.3541839719554,-4.903700651689142,2.3605557547054423,3.219044363623089,-0.015824463226262898,0.49017000000000005,0.0,16.276611111111112,3.9766117619779804,-5.924986587080742
371,"Guthrie, Sparky",C,R,R,19,33,32,18,3,39,33,57,31,43,26,26,78,66,77,85,42,5,52,25,90,0.20344714285714288,0.2962799999999999,0.34050800000000003,447.6862857142857,737.1211266089231,1.0295680449174989,38.892007985379784,34.624265355890714,-61.59437200134364,-3.211413041874872,-1.4907381413837122,1.5721955955807252,-0.18672030100678594,0.6367879999999999,4.039020681459296,14.922876190476192,3.791775342638493,-4.079959985337452
263,"Hansen, Brett",3B,R,R,18,28,3,46,13,37,74,80,42,48,61,71,60,70,11,72,80,64,62,29,100,0.20689499999999994,0.27767333333333327,0.2415350000000001,489.23,769.3232920765877,0.9649085911414707,19.06302867452074,38.618928968077356,-80.56602526390162,-0.3729114072048097,-1.9617428307891762,-0.45993069129714204,-0.027637680776722757,0.5192083333333334,0.0,16.307666666666666,1.319141447319252,-6.427568722981313
443,"Harding, Devon",DH,R,R,18,42,49,34,37,16,66,55,38,52,41,28,36,38,9,87,64,86,95,6,67,0.2510413333333334,0.28412333333333323,0.4044759999999997,503.57,903.3277513049543,0.8017232005173437,64.36748370153288,71.22360323814263,-41.82618357941126,5.776785872375347,-2.7629020206143204,-2.799180693442872,-1.2700314860365662,0.6885993333333329,0.0,16.785666666666664,-12.391327178394436,-3.4726334858274064
83,"Harding, Gerald",1B,L,L,19,84,38,49,60,58,61,55,44,64,48,52,35,43,16,83,79,61,65,50,16,0.27768933333333323,0.34075416666666664,0.4303433333333334,565.4716666666667,1005.5270268972963,0.9597881983492801,91.58345399848004,81.02447308690255,-11.172240473860388,-1.8101610332768723,0.4075984316937988,2.0401739837277826,0.005547402598355995,0.7710975,0.0,18.849055555555555,-8.620773550216876,-0.07195837700628134
36,"Harris, Barry",2B,R,R,18,86,33,59,50,51,63,78,52,68,73,93,63,80,0,74,100,44,75,82,67,0.2609833333333335,0.3168654761904763,0.35027000000000014,496.6495238095238,982.1041334494948,0.981303804467113,76.6868255375775,68.98383056493176,-22.77959977977766,-6.635041519579977,2.51259380375419,4.938312847271415,0.021659480785013317,0.6671354761904764,0.0,16.554984126984127,1.68399199837019,-0.6286610657081996
336,"Harris, Socks",RF,R,R,18,43,26,29,18,31,46,61,45,44,68,59,68,55,0,74,46,28,74,46,66,0.2342459999999999,0.2679600000000001,0.3441199999999997,501.31,767.8598369322717,0.9767248538723076,32.26351570939392,45.812051453432645,-73.56498217248239,-5.466731247031983,-2.4063934003406473,2.3104581288169865,0.013028584737863587,0.6120799999999997,0.0,16.710333333333335,-3.9498962805158007,-6.446593690830047
463,"Hart, Grant",DH,L,L,22,32,25,42,34,63,15,20,49,44,19,37,44,36,29,82,79,10,61,28,100,0.23955333333333317,0.35198733333333365,0.32807833333333325,496.765,885.4450930804014,0.8196700387579301,64.40857886010583,49.83346090786958,-49.54959672877769,-4.820868966902228,-1.8536857336882706,-1.5370460617645025,0.06749742399182733,0.6800656666666669,0.0,16.558833333333332,-12.146023224696865,-5.1901371481170235
436,"Hartzell, Efrain",DH,R,R,20,45,55,54,33,52,34,26,53,51,13,33,54,60,46,75,52,24,72,57,48,0.25872166666666674,0.3260838492063494,0.43303000000000014,477.99116666666663,810.3409307822585,0.7834061718612205,87.04892863118025,68.61155414477984,-10.53772999891693,-4.39806732376292,-1.4891364248006296,-2.3371787473536574,-1.154507885194127,0.7591138492063496,0.0,15.933038888888888,-11.11578780222577,-1.255409175565472
439,"Hasegawa, Del",DH,R,R,20,53,38,35,24,56,22,24,16,51,43,45,44,19,0,91,100,35,41,76,80,0.23470423809523816,0.3505300000000002,0.3874874999999999,518.0716666666666,1024.9881317522377,0.5243873741406379,66.41767684564816,63.09754273057084,-41.621255719885,-6.688177107408073,-1.5805688778811127,-0.15624041257365529,0.04195699428180683,0.7380175,0.0,17.269055555555553,-14.060193851196676,-4.56142187904506
168,"Hernandez, Mark",LF,L,L,22,26,25,23,55,31,49,43,47,56,65,57,76,42,0,95,81,81,71,27,97,0.24501999999999996,0.2884283333333334,0.3647649999999999,521.038,1036.0945377238095,0.9605745062320872,55.97160932656223,53.653671941496704,-47.854729963456165,1.7093591617173276,-4.449337665544065,-11.980575488572597,0.021893208880861444,0.6531933333333333,0.0,17.367933333333333,-5.329704412159513,-4.645168654841921
221,"Hernandez, York",LF,L,L,20,56,15,44,49,32,62,46,63,53,100,79,46,67,0,76,47,56,89,82,34,0.24423500000000015,0.3013183333333333,0.28944666666666663,485.59166666666664,849.1117969788611,0.9583364972148303,54.66924081117213,53.64362497471267,-41.08612716375144,-3.9448105703584178,2.3809532414477763,10.135278256142307,-0.018943230641423083,0.590765,0.0,16.18638888888889,-4.367859037957104,-2.325937696775896
205,"Hicks, Bob",LF,L,L,22,58,30,42,39,23,51,58,57,54,74,54,53,61,0,78,71,61,26,30,80,0.2623675000000002,0.28620066666666666,0.35050999999999993,491.51,860.5630210265517,0.9578572849510679,62.030151069519555,61.623229223679694,-28.057432798752398,-2.509855817004712,1.3715257451681613,0.8468351956971178,-0.028693227668151716,0.6367106666666666,0.0,16.383666666666667,-4.426764511453455,-1.7903835608356538
347,"Hines, Shawon",C,R,R,19,37,19,65,55,27,25,37,84,45,24,35,60,75,42,74,63,11,82,52,60,0.25027799999999994,0.30143416666666684,0.29967166666666656,508.0974999999999,771.9431041404605,0.7739479235070238,61.97514205031877,46.11933519112959,-41.35636930294939,-3.9151032505365886,-1.0885214484229433,-0.12178544660843456,-0.011659990892987325,0.6011058333333335,-4.086694316048608,16.93658333333333,3.970900741463274,-2.8798113997081245
475,"Hogan, Devon",DH,R,R,19,42,32,42,43,10,58,69,44,50,43,47,28,54,16,79,87,74,29,21,69,0.2526875,0.2728574999999999,0.3566550000000001,459.345,874.2873708605766,0.5674608565190636,64.45071390418089,60.1607196165642,-38.0711613073351,1.8401308309383964,0.6734311718490019,1.4797827990222123,-0.018670090334298218,0.6295125,0.0,15.3115,-11.992968050213673,-3.1680949756067585
452,"Holt, Hal",DH,R,R,22,54,47,34,30,44,10,7,48,47,26,24,55,65,65,71,79,13,44,44,83,0.2535916666666667,0.3334025,0.35949000000000003,477.18,759.9769001193345,0.9913487658219021,72.04645509408121,60.50645322024453,-28.390231704187155,-4.906671558143711,-1.4060487540412916,-5.311456204729352,-1.993183865524303,0.6928925,0.0,15.906,-10.424923184078661,-3.338889920684269
430,"Hooper, Tom",DH,R,R,21,62,36,51,48,48,33,17,56,61,1,39,76,78,45,92,68,77,63,38,18,0.2648083333333333,0.32362999999999986,0.3430258333333333,498.965,993.2404458522797,0.7886184897095164,72.78937342434708,75.72796414089852,-32.93120425411484,0.4306926462043393,0.3773842619306746,2.8194575142122624,-1.007233034346263,0.6666558333333332,0.0,16.632166666666667,-13.62469747396817,-2.6884234578595096
358,"Howard, R.J.",2B,R,R,21,29,32,32,32,19,22,23,27,44,67,62,55,70,0,81,59,41,66,44,45,0.22840166666666673,0.2688619999999999,0.3294949999999999,473.42333333333335,845.8180953972042,0.9560429481375898,57.13793319370521,46.72128857765392,-39.34270887387054,-3.359606211177018,-1.7733568427119892,-1.1565029010805508,0.039607555480877056,0.5983569999999998,0.0,15.780777777777779,1.4503053761954803,-2.6838022417355964
350,"Hubbard, Jecksson",LF,S,R,18,11,0,41,24,33,74,69,69,43,73,56,49,59,0,80,49,72,74,37,70,0.20847,0.2741166666666667,0.2575500000000001,488.2073333333334,767.7266751602292,0.9654532543395211,35.0028573689588,35.08871482343302,-62.1287468034245,2.511696945629963,-1.883545138174393,-4.311154923404133,-0.03786274335680298,0.5316666666666667,0.0,16.273577777777778,-3.9492112919764875,-5.201137001413538
14,"Hubbell, Alfredo",LF,R,R,22,75,78,57,67,52,62,47,45,77,50,48,51,81,0,87,100,80,42,54,54,0.26424216666666667,0.3275419999999999,0.4665616666666667,596.7816666666668,1073.1520608961582,0.9266939950674372,103.32918163900749,99.27910467717274,1.2961552218182868,4.15110451579735,1.6815249656169409,3.406893354381965,0.019331231586125118,0.7941036666666665,0.0,19.892722222222226,-5.520329531358838,2.3409973109895312
201,"Hughes, Samuel",1B,L,L,20,18,25,16,14,58,61,72,40,54,65,71,38,68,9,89,89,81,52,32,66,0.20667000000000002,0.30967066666666665,0.34159000000000006,501.72333333333336,935.1284633986652,0.9632899704666843,23.706458204638054,47.161047173488726,-84.97774431285877,3.636303514891207,-0.934762313333181,1.1550652502717391,-0.02606487118418496,0.6512606666666667,0.0,16.724111111111114,-8.017219336408308,-7.204397970660483
349,"Ingram, Paul",LF,R,R,19,47,26,50,21,14,45,69,57,45,57,45,40,57,2,79,79,42,59,81,51,0.24219133333333343,0.2740166666666668,0.34536666666666654,494.905,817.0587167385966,0.9505344561743923,32.583859426866454,47.48528889712124,-59.09795488321106,-6.362341415788778,-2.0760809972973333,-0.42580104561914556,0.010959152407911857,0.6193833333333334,0.0,16.49683333333333,-4.202976937955743,-5.401547570825375
111,"Jacquez, Luigi",1B,L,L,20,33,39,21,35,56,67,74,20,61,54,43,58,44,32,95,82,82,44,0,75,0.23912333333333316,0.3167740000000001,0.3634883333333333,508.80666666666673,998.2504543755203,0.9577379969398293,62.09762874383378,66.81795224004044,-39.13057182204837,3.6321558749393366,-0.8237942889050582,-0.4315228498243535,-0.028693227668151577,0.6802623333333334,0.0,16.960222222222225,-8.558388669200276,-2.774550333704228
149,"James, Al",2B,L,R,19,34,75,23,40,33,31,1,28,57,70,68,55,60,0,94,95,36,51,97,44,0.2317550476190476,0.287845,0.45413124999999993,519.725,1069.9380881860852,0.9487002533383943,85.98461026098104,76.35873496635169,-13.282265234472453,-3.195881452216975,-1.710065490862453,-8.617271624917043,-0.06255152160790978,0.74197625,0.0,17.324166666666667,1.8345989166428072,-0.5983536339474606
165,"Jameson, Gerald",1B,L,L,18,48,13,8,32,24,58,75,18,54,79,63,39,54,14,94,94,80,92,34,71,0.24051433333333327,0.27926,0.29736066666666683,514.4166666666666,981.2896899059415,0.9556617313546772,61.81585011056212,47.53431242898308,-49.352389849915326,2.881982563827693,0.020555683931690924,1.8571948853580027,-0.024351903082325287,0.5766206666666669,0.0,17.14722222222222,-8.412977451182625,-3.6162315105917924
288,"Jenkins, Nolan",LF,R,R,20,25,0,36,3,54,80,65,14,49,48,55,47,55,31,90,77,79,65,13,37,0.1884399999999999,0.3108616666666667,0.2254900000000001,508.5552380952381,869.9915536958724,0.9697465570948054,17.747044344115146,51.06097724565839,-92.1930772148112,5.780047024127821,-0.3684791427064638,-3.955211423576225,-0.0332989500568937,0.5363516666666668,0.0,16.95184126984127,-4.475265193908808,-7.8506800485276065
124,"Jenkins, Wayne",LF,R,R,19,75,33,33,55,28,78,66,37,60,67,45,54,48,3,88,60,64,61,33,45,0.26617,0.2993506666666666,0.3703,462.7626666666667,953.7883491143584,0.9259227354774086,68.88430147870689,53.867098544821104,-35.12546689445359,1.1216497931611638,0.7412274034570495,2.578972033717809,-0.011492560194429615,0.6696506666666666,0.0,15.425422222222222,-4.9063186682837365,-2.1070840720438824
476,"Jennings, Bubba",DH,R,R,19,16,51,0,14,63,56,24,15,49,58,30,55,41,6,99,87,36,72,30,62,0.20592000000000002,0.3148300000000001,0.3815099999999999,510.89,964.5549793448299,0.8236869211843444,69.90075828425402,46.96189834361502,-64.82559777035725,-4.231797636043719,-0.9855194055778117,-4.38198680718165,-0.16468021103149708,0.69634,0.0,17.029666666666664,-13.231206849723318,-7.019089863360716
61,"Jennings, Corky",2B,R,R,18,48,51,48,56,41,71,85,30,64,73,67,48,68,18,77,73,61,92,21,65,0.25548400000000004,0.302977,0.3626166666666666,471.37149999999997,918.4923530742526,0.9515776472505965,76.1891070472365,68.10411239522138,-20.0656593710973,-1.360141122298542,0.6389217869029057,1.4696671557731629,-0.007113542123535859,0.6655936666666666,0.0,15.712383333333333,1.5749183008817775,-0.2689908305595304
117,"Jensen, Sal",SS,R,R,20,25,39,5,19,49,62,94,34,60,99,82,68,71,5,100,79,54,66,4,79,0.2000120000000001,0.30301500000000026,0.3282581428571427,498.5,1026.5153913721442,0.9607451857446693,57.132307481266565,45.74632366133482,-45.6697368492833,-2.3185153086206434,4.898916300278007,9.077461346347892,-0.5175038036156143,0.631273142857143,0.0,16.616666666666667,5.280428967963704,-1.714805767139454
119,"Johnston, Josh",SS,R,R,21,14,38,33,17,23,73,46,14,60,92,71,91,85,18,98,78,89,88,40,47,0.20615333333333324,0.2666678095238097,0.29115,479.055,968.8623536862433,0.973079828243565,38.89691726005816,49.4512007568916,-61.37112978493737,5.988670581012991,2.243664471193127,4.7927222155003975,-0.3623184821181657,0.5578178095238098,0.0,15.9685,4.983859844065037,-2.9871432820167154
220,"Johnstone, Cedrick",3B,L,R,21,21,52,25,29,49,27,11,8,53,54,60,83,66,20,83,80,45,47,77,62,0.20948083333333326,0.29501,0.3817000000000001,494.07,919.6465118937194,0.9629908921723929,65.06977240739259,50.94039283130312,-40.554854931969096,-2.7350941432366147,-1.2800381394873355,-0.01826484881820921,-0.06057078066624209,0.6767100000000001,0.0,16.469,1.5768973112032225,-2.546182106149355
7,"Jordan, Alvin",SS,R,R,18,91,90,38,0,59,65,87,35,79,100,100,100,90,13,78,87,57,66,100,61,0.2213,0.30204000000000003,0.5064263333333335,512.545,991.898413553834,1.0033118950160214,97.04182391787369,83.26044101506952,-5.721232448373888,-3.5111393049156656,8.763751554004202,14.884850170581501,-0.004818976966930883,0.8084663333333335,0.0,17.084833333333332,5.102358094412727,2.805952846168007
287,"Jorgensen, Glenn",LF,L,R,19,3,43,20,24,52,45,18,28,49,45,70,69,67,35,100,43,33,55,43,52,0.209148,0.3136109999999999,0.3570749999999998,490.68,980.8028175421059,0.9477760435263343,65.18693912721525,53.81379235584045,-42.96328995265386,-3.955144751061695,-9.112854561713178,-12.488838547363438,-1.121781320518366,0.6706859999999997,0.0,16.355999999999998,-5.045281983241285,-4.847638883715846
454,"Julio, Alex",DH,L,R,18,39,24,7,28,64,37,58,30,43,1,22,63,65,57,70,100,14,64,30,50,0.24138500000000002,0.30946333333333337,0.3429900000000001,457.5,743.8398452699184,0.7612820086920159,64.47269732404192,46.02949315818967,-35.26204857299689,-5.498927913167696,-1.4575669899066468,-5.461816916579865,-4.111923349270079,0.6524533333333334,0.0,15.25,-10.203564406994767,-4.150154044002179
323,"Kemp, Hulk",LF,R,R,19,25,23,47,34,36,92,81,70,47,60,51,43,44,7,81,43,43,56,31,48,0.22314833333333328,0.2904550000000002,0.33515333333333325,500.49833333333333,814.1663637328893,0.9465180466612853,50.34224759516414,43.47884674721652,-55.10489787562249,-3.992437112585348,-1.3739301930137433,0.1588629994977494,-0.03937804331004032,0.6256083333333334,0.0,16.68327777777778,-4.1880985788728875,-4.681007005986284
224,"Keough, Brandon",LF,L,L,21,23,46,23,22,53,73,17,42,53,47,55,67,66,15,100,72,30,52,70,43,0.21903566666666652,0.30893,0.35239750000000003,493.4066666666667,993.4125170521438,0.9715153493147911,64.43158347729904,50.81185655506872,-33.755760931617075,-3.9716177657310077,-1.0725096137934742,-0.11121456363803997,-0.5101669731384524,0.6613275000000001,0.0,16.446888888888893,-5.110146692655061,-2.6711144506304696
