Player,Lvl,Frn,Pos,%,Age,Durability,Health,Contact,Power,LH,RH,BattingEye,BaseRunning,Speed,Range,Glove,ArmStrength,ArmAccuracy,PitchCalling,$,team,teamid,xAVG,xOBP,xSLG,xPA,xInn,xFld%,xOPS+,xwRC+,xBtR,xBsR,xFRAA,xFR,xcFR,xOPS,pcR,RLR,pos_adj,xWAR
Bobby Dickerson,HiA,CUB,1B,100,25,95,61,36,36,46,42,50,49,69,54,62,47,55,4,$27K  26250,Cuba Bright Stars,6877,0.249412619047619,0.32915333333333335,0.35217666666666675,497.5673333333333,1010.3696701526642,0.9636787699588856,79.05532345082428,81.2536418188552,-16.209234257356073,-0.7335551217485923,-0.2727447561983165,0.24148779672323487,-0.013844714404258602,0.6813300000000001,0.0,16.585577777777775,-8.66229141077387,-0.884733795852995
Brendan Beltre,---,CUB,C,100,34,63,61,67,36,69,54,77,24,38,15,26,64,66,46,$86K  86000,Cuba Bright Stars,6877,0.26043666666666665,0.3300233333333333,0.336584761904762,424.24300000000005,767.0800498723984,0.7202352065563722,81.12716971067847,76.73510010481601,-12.772896914905546,-4.161387806460062,-0.03749311941190062,-3.0462797958347654,-0.3387390844668026,0.6666080952380953,-3.1164773240678136,14.141433333333335,3.94588503020781,-0.5049286837483213
Bump Servais,ML,CUB,2B,100,26,97,78,83,79,60,48,76,67,76,92,75,61,62,10,$360K  360000,Cuba Bright Stars,6877,0.25576933333333346,0.34029066666666663,0.4471664285714286,640.52,1171.0026304721832,0.9669540360434395,109.05580115826477,106.35640899607343,4.465562034569237,2.6310498865203873,4.441923551448664,8.615514073353886,-0.0011201450167437422,0.7874570952380953,0.0,21.350666666666665,2.007892027558613,3.937923815696504
Cal Hendriks,ML,CUB,CF,100,27,72,90,60,74,53,69,71,77,41,70,62,75,64,14,$360K  360000,Cuba Bright Stars,6877,0.25436,0.3207,0.4294016666666666,511.035,961.8223707675934,0.966336285589584,101.81484126751651,91.30344439376839,-2.301499008778776,-5.5412041924433995,0.9746348836464621,2.523878789997762,0.02591461576703512,0.7501016666666667,0.0,17.0345,1.649215313387506,1.347043764325871
Calvin Song,AA,CUB,RF,100,25,90,53,67,58,30,26,0,57,86,57,38,58,49,11,$38K  37500,Cuba Bright Stars,6877,0.23192633333333335,0.2592566666666666,0.4340214285714284,497.77683333333334,927.2081602811813,0.8255516990109399,82.39562837116141,103.19507138090351,-12.817365886272675,3.923134609843328,0.3639338582758795,0.8459074355493789,0.02422365228673466,0.693278095238095,0.0,16.59256111111111,-4.769589301857929,0.38044575489198434
Cap Lawton,HiA,CUB,CF,100,21,78,78,53,69,46,51,51,49,85,80,69,50,44,1,$27K  26250,Cuba Bright Stars,6877,0.25318702380952396,0.31169904761904754,0.4171608333333334,507.16380952380956,995.2780812978745,0.9482244182024151,97.1704872553372,107.26086443862295,-2.3936871520072662,2.3522936036497395,0.2586913521683015,0.8149152517502268,-0.016673162170677044,0.728859880952381,0.0,16.905460317460317,1.7065810721842842,1.9538656973395307
Carlos Carrasco,AAA,CUB,CF,100,25,85,92,20,51,39,67,69,83,75,71,82,55,56,23,$61K  61000,Cuba Bright Stars,6877,0.24684033333333327,0.3053305555555556,0.40241000000000005,510.9016666666666,1039.46879196167,0.9675167698300554,89.41340991655841,91.80704768764976,-9.705780946369062,4.898704575818425,2.345812155569256,3.644944856578232,-0.009898981655681123,0.7077405555555556,0.0,17.030055555555553,1.7823538956818759,1.7789667725730014
Carlos Sosa,HiA,CUB,2B,100,24,87,68,52,44,45,31,53,81,63,70,65,47,56,12,$27K  26250,Cuba Bright Stars,6877,0.24548303030303031,0.3183333333333333,0.35006566666666655,502.14833333333337,955.8238434791565,0.9647370261160202,79.86077753417658,84.82500568037261,-18.925789995413123,0.19349888376207683,0.052647536708970474,0.4636862720299626,-0.022282700150810436,0.6683989999999999,0.0,16.73827777777778,1.638929772769473,0.010946038064426405
Cliff Coello,ML,CUB,C,100,24,78,43,79,53,57,48,73,51,22,37,41,69,68,85,$360K  360000,Cuba Bright Stars,6877,0.2594633333333332,0.32099958333333334,0.3713750000000001,458.04273809523806,874.9417682886124,0.9931566363506182,90.39344907958592,72.20816285591025,-8.75545430439858,-5.6263017000613855,-0.0031534287429788076,3.0525023631963224,0.7421667043387412,0.6923745833333335,6.948756796208161,15.268091269841268,4.50072926074389,1.5509850110834746
Dan Reed,RL,CUB,1B,100,22,84,76,39,5,22,18,20,57,72,70,47,35,52,8,$8K  7650,Cuba Bright Stars,6877,0.22123900000000002,0.27104666666666666,0.26245000000000007,491.605,821.1903258562088,0.9476451355433556,35.275601491340886,46.79554666483198,-55.406267226916064,1.6882235889676283,-3.224880265869151,-1.0160287768705538,-0.02565320849839415,0.5334966666666667,0.0,16.386833333333335,-7.04038345212799,-4.574606284409351
Dillon Patterson,LoA,CUB,2B,100,22,77,95,39,11,42,35,45,46,89,70,52,45,56,2,$27K  26250,Cuba Bright Stars,6877,0.24270633333333336,0.31580600000000003,0.2845949999999999,484.52083333333337,862.9291300773621,0.965049250859262,64.41735397801405,61.57110811983501,-27.15192104523504,2.6008251364896973,0.06779169616748573,0.20460253673001663,-0.014781700667213328,0.600401,0.0,16.150694444444447,1.4796452847691395,-0.6769193217526618
Dioner Trinidad,HiA,CUB,RF,100,21,85,90,58,51,40,48,65,71,30,56,45,66,59,0,$27K  26250,Cuba Bright Stars,6877,0.25253633333333336,0.319876,0.3863200000000003,523.3603333333334,961.7622607946396,0.9300536268014724,85.89069837066542,70.32038270199277,-12.401561836608678,-4.843869054248132,0.5447439142359328,0.7063792831571241,0.004798925398520945,0.7061960000000003,0.0,17.445344444444444,-4.9473367324827136,-0.4072957288592548
Domingo Almonte,---,CUB,CF,100,32,76,75,51,65,58,38,71,57,63,78,75,54,56,6,$343K  343000,Cuba Bright Stars,6877,0.25493533333333346,0.3165570833333335,0.40632066666666666,525.195,961.906969666481,0.9604604353103624,91.45664183051345,85.62208896059978,-8.23913539284933,-0.9681746752632754,0.7755824266531582,1.9123771799023601,-0.015462483369973171,0.7228777500000001,0.0,17.506500000000003,1.6493603732278481,1.195459695464361
Don Chen,LoA,CUB,C,100,20,66,74,49,56,43,39,48,42,20,4,26,51,50,48,$27K  26250,Cuba Bright Stars,6877,0.26828999999999986,0.3336050000000002,0.4415650000000002,457.777,757.433290541172,0.7094166957573944,106.48206051810108,89.44448336358705,8.003480075993316,-3.7175025033759708,-0.6217308660980284,-3.7940285448146374,-1.1867707858565064,0.7751700000000004,-2.610987575062574,15.259233333333333,3.8962617826191983,1.7170998817021192
Douglas Stoppelman,HiA,CUB,RF,100,22,72,53,56,52,59,41,53,53,56,59,33,64,51,5,$27K  26250,Cuba Bright Stars,6877,0.2589708333333333,0.33114000000000005,0.3945766666666667,497.01349999999996,823.741662144661,0.8057840337639921,100.84379724452496,85.594055950073,-1.5737812191061549,-2.990419983788793,0.03271273957708001,0.1058006282443781,-0.016402271363379264,0.7257166666666668,0.0,16.567116666666667,-4.237354229139203,0.7933524479743189
Edgar DeRojas,ML,CUB,C,100,29,74,90,65,85,65,61,64,18,26,11,24,67,65,61,$4.1M  4100000,Cuba Bright Stars,6877,0.2670729999999999,0.32778199999999996,0.45966650000000003,442.6676666666666,921.6212365627289,0.8725207816018326,103.83885911558004,92.79346728043019,1.002127040053554,-4.015274723250266,0.01521354592663185,-3.3829203495835443,-0.7500611009275135,0.7874485,0.5109741843522096,14.755588888888887,4.740849982318564,1.3718838089471772
Emil Ramirez,AAA,CUB,SS,100,23,80,86,46,78,57,54,64,70,43,73,72,80,73,0,$57K  57000,Cuba Bright Stars,6877,0.24745250000000024,0.3094358333333331,0.4153743333333335,526.8883333333333,1007.2010490894318,0.9634893201918328,92.40711844332236,82.29764518351298,-10.143240793729403,-5.254255518042253,0.47295519615896736,1.3463108063348155,0.011535838319312066,0.7248101666666666,0.0,17.562944444444444,5.1810753553983115,0.8761484337071827
Erasmo De La Torre,AAA,CUB,CF,100,24,72,42,48,62,69,59,72,73,85,76,81,64,60,8,$57K  57000,Cuba Bright Stars,6877,0.2541513333333334,0.3282666666666668,0.4204500000000003,515.514,942.8780423402786,0.9679710563303513,94.41463109269851,88.40963124217048,-8.145281751098553,5.194448174808077,2.0920913374240917,3.0006736998437673,-0.0011558664174640553,0.7487166666666671,0.0,17.1838,1.6167318970169386,1.89992393289363
Felipe James,ML,CUB,LF,100,27,89,83,59,76,58,56,64,57,66,63,65,42,51,20,$1.5M  1490000,Cuba Bright Stars,6877,0.2627254761904762,0.31800037878787896,0.44004216666666685,562.8761111111111,1081.0197932720184,0.9525642169832329,104.92605032777497,95.4081627340636,-1.2632803380610258,-0.40727078389204296,1.8858009567429117,3.136432353349112,-0.0121423464979405,0.7580425454545459,0.0,18.762537037037035,-5.560801405720259,1.4783451639878706
Fernando Odor,---,CUB,1B,100,26,85,91,0,38,59,37,62,60,42,57,38,65,63,0,$38K  37500,Cuba Bright Stars,6877,0.24140733333333345,0.3089116666666667,0.3693115714285713,492.80174999999997,888.5574190616608,0.8513512829131702,86.18179273833937,71.52844395665176,-10.813862879610555,-3.842807205571684,-19.473395247294835,-28.431942695221277,-0.013380331293487976,0.678223238095238,0.0,16.426725,-7.617947694287215,-3.4550554102035598
Francisco Espinosa,RL,CUB,SS,100,21,82,51,57,26,23,35,36,56,39,70,56,76,63,6,$8K  7650,Cuba Bright Stars,6877,0.22367055555555562,0.27395611111111107,0.3324933333333334,461.82,862.1756536960602,0.9683462607583992,60.54421058030226,60.82349809358739,-29.930443508236078,-5.999769994780326,-0.43975679510698434,-0.6656447578534781,0.0030694188126506963,0.6064494444444445,0.0,15.393999999999998,4.435059946996194,-1.689921098626972
Francisley Neris,ML,CUB,RF,100,31,70,54,68,85,85,67,76,87,78,64,55,54,56,6,$6.3M  6250000,Cuba Bright Stars,6877,0.2719366666666667,0.33861161904761905,0.5064269523809523,531.5158333333334,943.2280180454254,0.9607286335814791,125.57113324832537,126.15445012872726,14.5332855778308,4.65332756131279,2.352081007972307,4.929540847359569,0.004284103078442635,0.8450385714285713,0.0,17.717194444444445,-4.851995977599925,3.7273405808764704
Gabriel Medina,AAA,CUB,2B,100,26,72,79,63,52,51,40,65,76,78,78,75,45,65,0,$61K  61000,Cuba Bright Stars,6877,0.2575450000000001,0.32267916666666663,0.393035,505.0107142857143,917.9243557453156,0.9627280254507182,90.53443218707051,87.12120444300736,-10.187065758619347,3.4867781625509675,0.9212616773459632,1.5142151234311299,-0.020568534663018646,0.7157141666666667,0.0,16.833690476190476,1.5739443685619263,1.3325977202792396
Gary Liddi,ML,CUB,2B,100,28,85,47,64,42,64,55,92,75,83,74,78,55,63,0,$378K  378000,Cuba Bright Stars,6877,0.25595716666666657,0.35498083333333325,0.37827533333333335,544.5889285714286,1023.8498575687408,0.9780528627856014,97.58518418837288,91.08009521158523,-6.201575914473608,5.462791100899194,1.68960076112598,2.8125314086140296,-0.03700675604967174,0.7332561666666666,0.0,18.152964285714287,1.7555724581082663,2.215588433457863
George Leary,AAA,CUB,C,100,23,79,79,76,84,93,61,88,31,29,7,20,64,63,53,$55K  54500,Cuba Bright Stars,6877,0.28316544444444464,0.36944266666666636,0.5080422857142853,556.0348571428572,969.3444486856461,0.770731953492988,126.73532081360918,109.62845997023466,15.221784173933232,-6.230873285355795,0.09102252827566974,-4.076099852388699,-2.6265966627205795,0.8774849523809517,-1.8495887222310663,18.53449523809524,4.986339756613406,2.6796015753374376
Grant Lemmerman,---,CUB,SS,100,26,93,83,42,0,31,50,38,63,22,93,84,86,88,7,$38K  37500,Cuba Bright Stars,6877,0.22666566666666665,0.29666892857142857,0.2632383333333335,466.43716666666666,977.4748672246933,0.9712000288576482,52.34629916806963,44.11038173818851,-42.91316939874583,-5.713283729135391,5.967764584453281,10.44658454719504,0.001923849802212211,0.559907261904762,0.0,15.547905555555555,5.028162897246365,-1.7742822866490833
Harry Siqueiros,---,CUB,3B,100,24,98,91,7,78,46,27,42,32,18,54,54,61,58,5,$27K  26250,Cuba Bright Stars,6877,0.21883318181818168,0.28951,0.46048316666666655,483.44107936507936,1034.7521152496338,0.9721470189163023,97.82423978630935,93.97316269965795,1.705371063150129,-2.977492761827755,-0.06428564220158584,-0.5754090115421719,-0.014917044748785326,0.7499931666666666,0.0,16.114702645502646,1.7742663155857918,1.6168122527026236
Horacio Armas,ML,CUB,SS,100,25,84,84,96,40,47,46,71,67,99,75,81,88,81,0,$343K  343000,Cuba Bright Stars,6877,0.25795399999999996,0.3232511904761904,0.3634419285714285,596.2230000000001,1059.5480316877365,0.9676338099259842,77.5045413624316,82.94641485242857,-24.80285042205821,7.976409444140909,2.4231736641937442,4.96206761332784,0.02594909138706416,0.6866931190476189,0.0,19.874100000000002,5.450349957241443,1.3566375045041286
Irving Casilla,HiA,CUB,CF,100,21,78,80,42,60,61,74,63,40,76,88,71,50,50,26,$27K  26250,Cuba Bright Stars,6877,0.25843749999999976,0.3304058333333333,0.39749033333333345,500.16566666666665,1013.6524760723114,0.9545846361622418,95.94320306772701,91.9750449991684,-11.310934829914116,0.6777523704268179,2.4535772315513404,3.9195274681753087,-0.0017786605635571958,0.7278961666666668,0.0,16.67218888888889,1.7380872360636341,1.1788993024404424
Ivan Johnson,HiA,CUB,SS,100,23,82,90,43,45,34,25,41,59,73,62,54,71,57,5,$27K  26250,Cuba Bright Stars,6877,0.22407249999999998,0.2743535714285714,0.34289000000000003,506.6516666666667,920.0541914701462,0.9708365845051328,71.84352524331538,87.0961308525745,-19.144606433688796,0.8882230065176985,-0.6233535926340379,-0.8744772144550691,0.006091358882541603,0.6172435714285714,0.0,16.88838888888889,4.7327890507723565,0.2509984115895831
J.P. Kinsler,RL,CUB,1B,100,21,64,54,27,79,32,23,85,34,26,45,34,47,36,16,$8K  7650,Cuba Bright Stars,6877,0.2214533333333334,0.3124786666666665,0.43603299999999984,469.32199999999995,763.9696047306061,0.7714167828241388,105.34342998374267,95.06443041128529,3.7243290358414822,-4.792193407692426,1.4401705518990622,0.7772138642226033,-0.010983423956267434,0.7485116666666664,0.0,15.644066666666665,-6.549807996661575,0.8873133021069854
Javy Soriano,AAA,CUB,3B,100,25,88,99,57,49,59,62,55,54,50,68,71,74,70,20,$59K  59000,Cuba Bright Stars,6877,0.2592731666666668,0.32539533333333337,0.3622220000000001,517.8408333333333,1061.4230366945267,0.9654449000076352,83.35011274136869,74.33992496796537,-13.533333702137533,-5.468311277460732,0.27772307297740156,1.5615661022297698,0.0167681828178192,0.6876173333333335,0.0,17.26136111111111,1.8199983482416437,0.16542422902331388
Jenrry Nieves,RL,CUB,3B,100,19,52,75,21,64,19,24,37,32,33,51,44,52,47,6,$8K  7650,Cuba Bright Stars,6877,0.20048999999999986,0.27081500000000003,0.4317816111111112,481.31316666666663,660.3989731669426,0.8965337205530017,100.01019049078171,96.10152689722023,1.0449171330543183,-3.045230034924125,-0.5171922663328024,-0.39000865429956794,-1.9726514196313074,0.7025966111111113,0.0,16.04377222222222,1.1323713531669113,1.4902590299632423
Jim Langfield,RL,CUB,C,100,21,81,83,42,33,27,40,51,37,33,11,16,62,65,54,$8K  7650,Cuba Bright Stars,6877,0.24485999999999994,0.31226500000000007,0.31499500000000014,468.78833333333336,820.988320350647,0.8642944278325688,70.82487120925067,61.8568120313296,-22.71183753732151,-5.6901557235076385,-0.7489387100234037,-4.670925531641772,-2.2942932310058897,0.6272600000000002,-1.3138013890399693,15.62627777777778,4.223190948305796,-1.4652056696026736
Jim Paulson,RL,CUB,3B,100,21,83,61,30,33,26,26,48,39,64,62,46,65,56,0,$8K  7650,Cuba Bright Stars,6877,0.22335976190476178,0.30788800000000005,0.35066,477.6266666666667,866.33196413517,0.9465216599055036,78.58468910244862,84.0618610491007,-19.705109573349915,-1.6846130837866784,-0.4216428060259473,-0.2271953813668174,-0.01061543736757379,0.6585480000000001,0.0,15.920888888888891,1.4854800482427468,-0.42438011300734063
John Brumbaugh,ML,CUB,1B,100,33,69,39,79,70,63,86,86,85,61,43,45,33,36,0,$5.1M  5066666,Cuba Bright Stars,6877,0.29928283333333333,0.3806483571428572,0.5184660000000002,529.4907499999999,918.4536006450653,0.8348374031181833,131.45504567668095,114.27242471791324,18.464524847132733,2.800619079709693,0.8679240112715844,2.9012495261665165,0.010134490914752891,0.8991143571428575,0.0,17.649691666666666,-7.8742592647896545,3.420987511410126
John Zhang,HiA,CUB,3B,100,21,69,96,8,74,42,45,42,41,56,57,56,69,58,5,$27K  26250,Cuba Bright Stars,6877,0.24440260606060604,0.2992808333333333,0.44819649999999983,457.19541666666663,869.6643017530441,0.970992734579859,105.83858479413934,102.36003364195027,2.7691682434444074,-2.0611740742747453,0.1722949678283709,1.3310548066718368,0.016455044816925186,0.7474773333333331,0.0,15.23984722222222,1.4911939330470578,1.8918323428180872
Johnathan McMurtry,AA,CUB,1B,100,22,80,89,53,70,55,58,69,80,60,64,44,56,57,4,$38K  37500,Cuba Bright Stars,6877,0.25637866666666675,0.3140372222222223,0.4305714285714285,563.6133333333332,968.4185063838959,0.9386806111337872,102.10766445255781,94.88876324932693,-2.0669712153964657,-0.652569407013846,1.033073418048793,2.266478370357745,-0.005322129717103119,0.7446086507936508,0.0,18.78711111111111,-8.302627798215841,1.0110642343626126
Johnny Erdos,---,CUB,C,100,29,74,37,58,57,51,43,58,65,37,33,34,60,62,64,$54K  53750,Cuba Bright Stars,6877,0.25585666666666684,0.32684749999999985,0.40193207142857157,466.04666666666674,805.1642534732819,0.9865808646773156,95.65027631382674,85.48782340234187,-5.121211121508439,-4.493248890458133,-0.306068904457788,-0.7989855068895062,-1.496893671089991,0.7287795714285714,1.1899293805470421,15.534888888888892,4.141791427331697,1.0535716098551433
Jon Kasparek,AAA,CUB,CF,100,25,83,91,58,19,51,35,39,62,93,79,71,57,55,12,$55K  54500,Cuba Bright Stars,6877,0.23732399999999998,0.29081333333333337,0.3196758333333334,520.2848333333333,959.1444797515869,0.9668133985651665,69.41716634400487,71.99349195582349,-27.433649460562357,4.088204509840815,0.2806431376683933,0.7966723620767877,-0.02056853466301854,0.6104891666666667,0.0,17.342827777777778,1.6446235935383862,-0.35894460895206165
Keith Trammell,AAA,CUB,LF,100,27,91,31,82,49,62,34,69,48,65,51,47,53,50,9,$57K  57000,Cuba Bright Stars,6877,0.25356966666666664,0.3376848333333334,0.3839216666666665,498.21,985.8246877193451,0.9392515613422796,100.69588739018238,90.11656334498348,2.5423576990555556,-2.5671166059380734,0.5984730634969978,2.1209131915807076,0.07052262797555808,0.7216064999999998,0.0,16.607,-5.071114648762062,1.373969613448835
Luigi Colome,---,CUB,RF,100,30,64,70,6,74,51,48,85,59,61,57,41,61,57,19,$55K  54500,Cuba Bright Stars,6877,0.23432333333333338,0.30163333333333325,0.44504749999999965,467.7326190476191,804.1652405261993,0.8721736343619003,98.09451214939344,99.2407541861922,1.1768413014102737,0.09005325074700546,1.3085115894225954,-2.432686879658965,-0.015462483369972841,0.7466808333333329,0.0,15.591087301587303,-4.136652471842589,1.036989514353723
Masahiro Zhang,HiA,CUB,SS,100,20,71,93,41,63,66,44,13,68,25,90,70,88,80,17,$27K  26250,Cuba Bright Stars,6877,0.2509920952380952,0.2775416753246754,0.3965983333333332,502.7484166666667,869.2738742828369,0.9640314491665408,76.9313678420424,67.8803943314618,-21.114239139155963,-5.148814529468493,1.5793263021659525,6.761684587184854,0.2880406665215662,0.6741400086580086,0.0,16.758280555555555,4.471573427380848,0.17421352896459838
McKay Lee,AAA,CUB,RF,100,22,77,99,90,59,40,59,53,61,67,65,48,65,56,1,$55K  54500,Cuba Bright Stars,6877,0.257835,0.3246619166666667,0.41486050000000013,547.29,980.0381594896317,0.9446716544759602,98.57352277413726,90.73850742735821,-5.119433249550417,-0.8751463002126872,0.6732631057884605,2.053705613318036,0.0030971777984496844,0.7395224166666668,0.0,18.243,-5.04134855704543,0.9333912775100842
Melky Suarez,AAA,CUB,1B,100,22,72,85,65,88,48,73,65,10,43,36,37,42,41,35,$55K  54500,Cuba Bright Stars,6877,0.26829630952380956,0.33525099999999985,0.4766746666666667,538.905,960.3206602334976,0.7451399194803592,116.3784203597398,108.10142153668414,11.139857717588637,-6.220939537365364,0.20992578822350685,0.8207909944442767,-0.10675658668673361,0.8119256666666665,0.0,17.9635,-8.233201819560165,1.5592178862006296
Ordomar Castro,HiA,CUB,SS,100,21,82,74,38,27,40,46,31,55,45,85,79,91,75,5,$27K  26250,Cuba Bright Stars,6877,0.2276097142857144,0.2730737142857143,0.3195829523809526,448.97066666666666,929.1741129159927,0.9699181417271868,57.72546584019223,56.77008550875203,-31.13393941603013,-3.794393951566946,-1.2545720085377912,1.001676375063934,0.001717117323024232,0.5926566666666668,0.0,14.965688888888888,4.779702226934119,-1.4293259787386574
Ozzie Matsuzaka,---,CUB,2B,100,26,93,59,45,48,49,33,27,69,49,64,56,47,53,20,$38K  37500,Cuba Bright Stars,6877,0.23209592640692633,0.28055566666666665,0.35639,475.80008333333336,960.2366240024567,0.9588611438451194,68.57310660821919,73.13931231861194,-12.857651752322852,-4.824751931696185,-1.823538224523757,-0.4160666373373833,-0.024098296629707406,0.6369456666666666,0.0,15.86000277777778,1.6464962688656666,-0.05966462577955575
Paulo Fontana,AA,CUB,2B,100,21,87,93,84,67,71,78,60,66,99,77,73,60,62,14,$38K  37500,Cuba Bright Stars,6877,0.2752429761904763,0.3523999999999999,0.46516566666666676,680.1090303030304,1139.5266381502151,0.968850964986971,114.70525282127605,116.84322787881882,9.154283266958059,8.59312230853768,1.887480937082471,3.4129025078824795,0.00048582636749661123,0.8175656666666666,0.0,22.670301010101014,1.953920847308325,4.614610475372245
Quilvio Mercado,AA,CUB,SS,100,23,77,66,45,36,48,39,67,53,41,76,75,77,76,0,$38K  37500,Cuba Bright Stars,6877,0.24291785714285724,0.31621666666666676,0.3266833333333334,462.55199999999996,904.2989519834518,0.9660253230219936,76.33578539634442,64.14870575807308,-21.963880112854646,-6.3991150345053835,-0.18822484774058332,0.2017849210144838,0.010298978451735438,0.6429000000000001,0.0,15.418399999999998,4.651743580161789,-0.8154964340728648
Rafael Flores,HiA,CUB,C,100,23,80,91,57,51,54,57,56,41,12,7,17,56,57,36,$27K  26250,Cuba Bright Stars,6877,0.27299,0.3386976666666666,0.39770266666666665,477.865,883.9481335878372,0.648222436464168,90.61408995005479,78.307033643339,-9.35141859868181,-4.863455622634677,-0.3032465239275388,-3.0439977712144652,-1.2542610936488772,0.7364003333333333,-6.31220241932352,15.928833333333333,4.547058300348957,-0.31196264087055564
Rafael Navarro,RL,CUB,RF,100,19,73,71,44,62,47,31,56,60,73,49,28,56,44,15,$8K  7650,Cuba Bright Stars,6877,0.24706547619047625,0.3341064999999999,0.4203461363636363,483.15264285714295,833.7430986166,0.7048645943786132,100.02576339987274,93.82465989093143,-6.527631696738408,1.41597292266157,-2.5341109586858295,-3.405138904403612,-0.1939372277174169,0.7544526363636362,0.0,16.1050880952381,-4.288801947616255,0.3325545565884629
Ray O'Brien,RL,CUB,1B,100,22,83,88,43,0,14,22,64,66,85,53,29,55,42,8,$8K  7650,Cuba Bright Stars,6877,0.23592999999999992,0.30923942857142867,0.2588183333333334,517.8233333333334,838.7175571918488,0.7499345605919586,47.58621929073073,61.48100839377135,-40.56758172322625,2.603002120867558,-1.5541710518077632,-3.8792222964062915,-0.2534020131780829,0.568057761904762,0.0,17.26077777777778,-7.190651210492531,-3.2024602025039584
Rio Cruz,LoA,CUB,CF,100,19,64,79,32,69,37,50,61,49,71,78,47,56,43,12,$27K  26250,Cuba Bright Stars,6877,0.25327641666666667,0.3247799999999998,0.4125241666666669,488.1,836.2649564743042,0.9303836150360206,97.65528014631045,102.97715049278578,-3.0384304324509595,-0.2698615447228451,1.4636427744623175,2.081583967647933,-0.021250014109255512,0.7373041666666666,0.0,16.27,1.4339248224868042,1.660734256929258
Roberto Prieto,AAA,CUB,2B,100,22,82,79,46,22,66,58,48,72,71,74,69,77,78,11,$55K  54500,Cuba Bright Stars,6877,0.24402566666666656,0.31047683333333326,0.3118925000000001,519.0500000000001,948.1747622489929,0.9667073112429744,71.6470939261134,69.06566524940413,-26.87958103006734,0.06890748682756592,-0.07458713914046795,0.6799752594440847,0.014926889905867321,0.6223693333333333,0.0,17.30166666666667,1.6258140642129506,-0.7260103624316022
Roenis Arcia,---,CUB,3B,0,27,93,42,14,70,33,42,33,23,30,48,56,64,56,9,$38K  37500,Cuba Bright Stars,6877,0.23556790476190478,0.28917333333333345,0.43122599999999983,468.7866666666667,972.0661308765411,0.9748546662961449,99.90909713341341,89.23547083544423,1.254734828729195,-3.1395705834509515,-1.1465348016089996,0.17229520404576779,0.0034765168829243806,0.7203993333333333,0.0,15.626222222222223,1.6667800598020253,1.5703505531147826
Rolando Carrera,AAA,CUB,SS,100,24,86,97,54,77,59,42,41,72,58,83,81,86,85,6,$57K  57000,Cuba Bright Stars,6877,0.24688399999999994,0.3017286666666666,0.4207480000000001,521.2413766233766,1051.745229125023,0.970092792502405,87.12971850893746,78.58208562922259,-16.527425080654186,-3.2013698307271574,2.1764648133762114,4.783752765875038,0.0065007017407897145,0.7224766666666667,0.0,17.374712554112552,5.410212083976456,0.7901796506974752
Salvador Benavente,HiA,CUB,SS,100,20,88,91,56,51,54,50,62,48,71,73,56,73,56,2,$27K  26250,Cuba Bright Stars,6877,0.25329749999999984,0.32520625000000003,0.37975800000000004,506.9812142857143,1039.6680883169174,0.9682033402592888,85.53894448775736,79.63503652098119,-12.155619861387011,-0.2583624844331834,0.45108719967524386,0.8260426770953435,0.014563583313460795,0.7049642500000001,0.0,16.89937380952381,5.348086874058217,1.0743702600250913
Sam Griffith,AAA,CUB,2B,100,26,87,76,95,17,77,28,21,84,99,81,75,53,58,16,$59K  59000,Cuba Bright Stars,6877,0.26630833333333315,0.2944360000000001,0.29384150000000003,512.8033333333333,984.9344974756241,0.9687385281819633,57.37118525387784,69.10742407851552,-33.6615307073823,13.566068642825346,2.2036340564052277,4.702070798310398,-0.008448183694379227,0.5882775000000001,0.0,17.093444444444444,1.6888451602805628,0.341566153304167
Santos Javier,LoA,CUB,2B,100,22,76,75,49,41,40,30,58,56,63,71,51,47,50,15,$27K  26250,Cuba Bright Stars,6877,0.24305977777777765,0.3274,0.3334033333333333,489.82916666666665,865.317205786705,0.962736548621178,81.02385668851183,78.03552194376515,-10.402626155202814,-0.18956494690343162,0.6890775686982136,0.3615222138043465,-0.026859552089388204,0.6608033333333333,0.0,16.327638888888888,1.4837400647920183,0.7640577313712624
Scooter Simon,AAA,CUB,LF,100,29,88,90,77,59,64,55,73,79,16,47,40,49,51,0,$62K  62000,Cuba Bright Stars,6877,0.2630693333333332,0.33764404761904765,0.4184286666666668,539.4441666666667,1009.6010136604309,0.8699837364250302,102.69329018142595,82.1800048039636,-0.3082875094251975,-6.020644467262025,0.4844744842201239,1.7661413489722944,0.0025938471281832637,0.7560727142857144,0.0,17.981472222222223,-5.19342085216271,0.8290218209814497
Stefen Below,LoA,CUB,2B,100,21,88,83,36,63,38,41,51,46,76,71,62,52,50,12,$27K  26250,Cuba Bright Stars,6877,0.25083024725274733,0.31606892857142865,0.40681780952380964,519.0966666666667,1016.5552896261215,0.9601420260762079,96.05118087550896,87.31779638443503,-7.856540252387034,0.819771213813751,0.36038946189329313,0.6279884239346569,-0.014781700667213,0.7228867380952383,0.0,17.303222222222225,1.743064625559193,1.2737308589050378
